radionuclide,route_of_intake,material,fA,amad_um,time_days,alimentary_tract,faeces_24h,liver,lungs,skeleton,urine_24h,whole_body
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,160.0,0.11,0.18,4.0,0.00031,0.13,3.1,0.0003
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,170.0,0.11,0.19,4.0,0.00031,0.13,3.1,0.00031
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,180.0,0.11,0.2,4.0,0.00032,0.13,3.2,0.00031
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,190.0,0.12,0.2,3.9,0.00033,0.13,3.3,0.00032
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,200.0,0.12,0.21,3.9,0.00033,0.13,3.3,0.00033
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,210.0,0.13,0.22,3.8,0.00034,0.13,3.4,0.00033
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,220.0,0.13,0.22,3.8,0.00034,0.12,3.4,0.00034
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,230.0,0.13,0.23,3.8,0.00035,0.12,3.5,0.00034
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,240.0,0.14,0.24,3.7,0.00035,0.12,3.5,0.00035
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,250.0,0.14,0.24,3.7,0.00036,0.12,3.6,0.00035
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,260.0,0.15,0.25,3.6,0.00037,0.12,3.7,0.00036
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,270.0,0.15,0.26,3.6,0.00037,0.12,3.7,0.00036
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,280.0,0.16,0.27,3.6,0.00038,0.12,3.8,0.00037
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,290.0,0.16,0.28,3.5,0.00038,0.12,3.8,0.00037
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,300.0,0.17,0.28,3.5,0.00039,0.12,3.9,0.00038
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,310.0,0.17,0.29,3.5,0.00039,0.12,4.0,0.00038
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,320.0,0.18,0.3,3.5,0.0004,0.12,4.0,0.00039
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,330.0,0.18,0.31,3.4,0.0004,0.12,4.1,0.0004
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,340.0,0.19,0.32,3.4,0.00041,0.12,4.1,0.0004
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,350.0,0.19,0.33,3.4,0.00042,0.12,4.2,0.00041
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,360.0,0.2,0.34,3.4,0.00042,0.11,4.2,0.00041
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,365.0,0.2,0.35,3.3,0.00042,0.11,4.3,0.00041
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,370.0,0.21,0.35,3.3,0.00043,0.11,4.3,0.00042
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,380.0,0.21,0.36,3.3,0.00043,0.11,4.4,0.00042
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,390.0,0.22,0.38,3.3,0.00044,0.11,4.4,0.00043
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,400.0,0.23,0.39,3.3,0.00044,0.11,4.5,0.00043
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,410.0,0.23,0.4,3.2,0.00045,0.11,4.5,0.00044
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,420.0,0.24,0.41,3.2,0.00045,0.11,4.6,0.00044
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,430.0,0.25,0.43,3.2,0.00046,0.11,4.6,0.00045
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,440.0,0.25,0.44,3.2,0.00047,0.11,4.7,0.00045
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,450.0,0.26,0.45,3.2,0.00047,0.11,4.7,0.00046
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,460.0,0.27,0.47,3.1,0.00048,0.11,4.8,0.00046
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,470.0,0.28,0.48,3.1,0.00048,0.11,4.8,0.00047
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,480.0,0.29,0.5,3.1,0.00049,0.11,4.9,0.00047
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,490.0,0.3,0.51,3.1,0.00049,0.11,4.9,0.00048
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,500.0,0.31,0.53,3.1,0.0005,0.11,5.0,0.00048
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,510.0,0.32,0.54,3.1,0.0005,0.11,5.0,0.00049
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,520.0,0.33,0.56,3.0,0.00051,0.11,5.1,0.00049
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,530.0,0.34,0.58,3.0,0.00051,0.11,5.1,0.0005
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,540.0,0.35,0.6,3.0,0.00052,0.11,5.2,0.0005
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,550.0,0.36,0.62,3.0,0.00052,0.1,5.2,0.00051
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,560.0,0.37,0.64,3.0,0.00053,0.1,5.3,0.00051
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,570.0,0.38,0.66,3.0,0.00053,0.1,5.3,0.00052
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,580.0,0.39,0.68,2.9,0.00054,0.1,5.4,0.00052
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,590.0,0.4,0.7,2.9,0.00054,0.1,5.4,0.00053
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,600.0,0.42,0.72,2.9,0.00055,0.1,5.5,0.00053
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,610.0,0.43,0.74,2.9,0.00055,0.1,5.5,0.00053
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,620.0,0.44,0.77,2.9,0.00056,0.1,5.6,0.00054
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,630.0,0.46,0.79,2.9,0.00056,0.1,5.6,0.00054
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,640.0,0.47,0.82,2.9,0.00056,0.1,5.7,0.00055
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,650.0,0.48,0.84,2.8,0.00057,0.1,5.7,0.00055
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,660.0,0.5,0.87,2.8,0.00057,0.1,5.8,0.00056
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,670.0,0.52,0.89,2.8,0.00058,0.1,5.8,0.00056
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,680.0,0.53,0.92,2.8,0.00058,0.1,5.8,0.00056
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,690.0,0.55,0.95,2.8,0.00059,0.099,5.9,0.00057
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,700.0,0.56,0.98,2.8,0.00059,0.099,5.9,0.00057
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,710.0,0.58,1.0,2.8,0.00059,0.099,6.0,0.00058
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,720.0,0.6,1.0,2.8,0.0006,0.098,6.0,0.00058
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,730.0,0.62,1.1,2.7,0.0006,0.098,6.0,0.00058
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,740.0,0.64,1.1,2.7,0.00061,0.098,6.1,0.00059
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,750.0,0.66,1.1,2.7,0.00061,0.097,6.1,0.00059
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,760.0,0.68,1.2,2.7,0.00061,0.097,6.2,0.00059
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,770.0,0.7,1.2,2.7,0.00062,0.097,6.2,0.0006
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,780.0,0.72,1.3,2.7,0.00062,0.097,6.2,0.0006
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,790.0,0.74,1.3,2.7,0.00062,0.096,6.3,0.0006
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,800.0,0.76,1.3,2.7,0.00063,0.096,6.3,0.00061
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,810.0,0.79,1.4,2.7,0.00063,0.096,6.3,0.00061
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,820.0,0.81,1.4,2.7,0.00063,0.095,6.4,0.00061
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,830.0,0.84,1.5,2.6,0.00064,0.095,6.4,0.00062
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,840.0,0.86,1.5,2.6,0.00064,0.095,6.4,0.00062
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,850.0,0.89,1.6,2.6,0.00064,0.095,6.5,0.00062
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,860.0,0.92,1.6,2.6,0.00065,0.094,6.5,0.00063
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,870.0,0.94,1.7,2.6,0.00065,0.094,6.5,0.00063
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,880.0,0.97,1.7,2.6,0.00065,0.094,6.6,0.00063
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,890.0,1.0,1.8,2.6,0.00066,0.094,6.6,0.00064
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,900.0,1.0,1.8,2.6,0.00066,0.093,6.6,0.00064
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,910.0,1.1,1.9,2.6,0.00066,0.093,6.7,0.00064
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,920.0,1.1,1.9,2.6,0.00067,0.093,6.7,0.00064
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,930.0,1.1,2.0,2.6,0.00067,0.093,6.7,0.00065
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,940.0,1.2,2.1,2.5,0.00067,0.092,6.7,0.00065
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,950.0,1.2,2.1,2.5,0.00068,0.092,6.8,0.00065
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,960.0,1.2,2.2,2.5,0.00068,0.092,6.8,0.00065
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,970.0,1.3,2.3,2.5,0.00068,0.092,6.8,0.00066
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,980.0,1.3,2.3,2.5,0.00068,0.091,6.8,0.00066
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,990.0,1.3,2.4,2.5,0.00069,0.091,6.9,0.00066
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1000.0,1.4,2.5,2.5,0.00069,0.091,6.9,0.00066
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1010.0,1.4,2.6,2.5,0.00069,0.091,6.9,0.00067
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1020.0,1.5,2.6,2.5,0.00069,0.09,6.9,0.00067
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1030.0,1.5,2.7,2.5,0.0007,0.09,7.0,0.00067
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1040.0,1.6,2.8,2.5,0.0007,0.09,7.0,0.00067
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1050.0,1.6,2.9,2.5,0.0007,0.09,7.0,0.00068
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1060.0,1.7,3.0,2.5,0.0007,0.09,7.0,0.00068
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1070.0,1.7,3.1,2.5,0.00071,0.089,7.1,0.00068
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1080.0,1.8,3.2,2.4,0.00071,0.089,7.1,0.00068
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1090.0,1.8,3.3,2.4,0.00071,0.089,7.1,0.00069
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1095.0,1.8,3.3,2.4,0.00071,0.089,7.1,0.00069
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1100.0,1.9,3.4,2.4,0.00071,0.089,7.1,0.00069
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1200.0,2.5,4.6,2.4,0.00073,0.087,7.3,0.00071
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1300.0,3.3,6.3,2.3,0.00075,0.085,7.5,0.00072
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1400.0,4.2,8.5,2.3,0.00077,0.084,7.6,0.00074
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1500.0,5.5,12.0,2.2,0.00078,0.082,7.8,0.00075
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1600.0,6.9,16.0,2.2,0.00079,0.081,7.9,0.00076
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1700.0,8.5,21.0,2.1,0.0008,0.08,8.0,0.00077
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1800.0,10.0,29.0,2.1,0.00081,0.079,8.1,0.00078
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,1900.0,12.0,39.0,2.0,0.00082,0.078,8.2,0.00079
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2000.0,14.0,53.0,2.0,0.00083,0.077,8.3,0.0008
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2100.0,15.0,71.0,2.0,0.00084,0.076,8.4,0.00081
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2200.0,17.0,95.0,2.0,0.00085,0.075,8.5,0.00082
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2300.0,18.0,130.0,1.9,0.00086,0.074,8.6,0.00083
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2400.0,19.0,170.0,1.9,0.00087,0.073,8.7,0.00083
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2500.0,19.0,220.0,1.9,0.00088,0.072,8.7,0.00084
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2600.0,19.0,280.0,1.9,0.00089,0.072,8.8,0.00085
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2700.0,20.0,360.0,1.8,0.0009,0.071,8.9,0.00086
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2800.0,20.0,440.0,1.8,0.00091,0.071,9.0,0.00087
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,2900.0,20.0,540.0,1.8,0.00092,0.07,9.1,0.00088
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3000.0,20.0,650.0,1.8,0.00093,0.07,9.2,0.00089
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3100.0,20.0,760.0,1.8,0.00094,0.069,9.3,0.00089
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3200.0,19.0,870.0,1.8,0.00094,0.069,9.4,0.0009
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3300.0,19.0,980.0,1.7,0.00095,0.068,9.4,0.00091
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3400.0,19.0,1100.0,1.7,0.00096,0.068,9.5,0.00092
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3500.0,19.0,1200.0,1.7,0.00097,0.067,9.6,0.00093
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3600.0,19.0,1200.0,1.7,0.00098,0.067,9.7,0.00094
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,3650.0,18.0,1300.0,1.7,0.00099,0.067,9.8,0.00094
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,4000.0,18.0,1400.0,1.7,0.001,0.066,10.0,0.00098
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,5000.0,16.0,1700.0,1.6,0.0011,0.063,11.0,0.0011
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,6000.0,15.0,1800.0,1.6,0.0013,0.062,12.0,0.0012
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,7000.0,14.0,2000.0,1.6,0.0014,0.062,14.0,0.0013
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,8000.0,13.0,2200.0,1.7,0.0015,0.063,15.0,0.0014
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,9000.0,13.0,2500.0,1.7,0.0017,0.063,16.0,0.0016
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,10000.0,12.0,2700.0,1.8,0.0019,0.065,18.0,0.0017
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,11000.0,12.0,3000.0,1.9,0.0021,0.066,20.0,0.0019
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,12000.0,12.0,3300.0,2.0,0.0023,0.068,22.0,0.0021
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,13000.0,11.0,3700.0,2.2,0.0025,0.07,24.0,0.0023
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,14000.0,11.0,4000.0,2.3,0.0028,0.073,27.0,0.0026
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,15000.0,11.0,4500.0,2.5,0.0031,0.075,30.0,0.0028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,16000.0,11.0,4900.0,2.7,0.0034,0.078,33.0,0.0031
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,17000.0,11.0,5400.0,2.9,0.0038,0.082,36.0,0.0034
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,18000.0,11.0,6000.0,3.1,0.0041,0.086,40.0,0.0038
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,5,18250.0,11.0,6100.0,3.2,0.0043,0.087,41.0,0.0039
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.041667,2.4e-05,,0.99,0.00017,0.54,,8.6e-06
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.083333,2.1e-05,,1.0,0.00019,0.34,,8.8e-06
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.125,2e-05,,0.97,0.0002,0.25,,8.9e-06
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.25,1.6e-05,,0.85,0.00021,0.15,,9.2e-06
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.375,1.5e-05,,0.79,0.00022,0.12,,9.5e-06
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.5,1.4e-05,,0.75,0.00022,0.1,,9.8e-06
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.625,1.3e-05,,0.73,0.00023,0.091,,1e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.75,1.3e-05,,0.72,0.00023,0.085,,1e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,0.875,1.3e-05,,0.71,0.00023,0.081,,1.1e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.0,1.4e-05,7.9e-05,0.71,0.00023,0.079,0.018,1.2e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.125,1.4e-05,,0.71,0.00023,0.077,,1.2e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.25,1.5e-05,,0.71,0.00023,0.076,,1.3e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.375,1.6e-05,,0.72,0.00023,0.075,,1.4e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.5,1.7e-05,,0.72,0.00023,0.075,,1.5e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.625,1.9e-05,,0.73,0.00024,0.075,,1.7e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.75,2.1e-05,,0.73,0.00024,0.075,,1.8e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,1.875,2.3e-05,,0.74,0.00024,0.075,,2e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,2.0,2.6e-05,2.5e-05,0.74,0.00024,0.075,0.12,2.2e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,2.25,3.2e-05,,0.76,0.00024,0.076,,2.8e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,2.5,4.2e-05,,0.77,0.00024,0.076,,3.5e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,2.75,5.5e-05,,0.79,0.00024,0.077,,4.4e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,3.0,7.3e-05,3.8e-05,0.8,0.00024,0.078,0.38,5.6e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,3.25,9.9e-05,,0.82,0.00025,0.079,,7e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,3.5,0.00014,,0.83,0.00025,0.079,,8.6e-05
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,3.75,0.00019,,0.85,0.00025,0.08,,0.00011
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,4.0,0.00026,0.0001,0.87,0.00025,0.081,0.51,0.00013
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,4.25,0.00036,,0.88,0.00025,0.081,,0.00015
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,4.5,0.0005,,0.9,0.00025,0.082,,0.00017
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,4.75,0.0007,,0.92,0.00026,0.083,,0.00018
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,5.0,0.00097,0.00034,0.93,0.00026,0.083,0.57,0.0002
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,5.5,0.0018,,0.97,0.00026,0.085,,0.00022
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,6.0,0.0031,0.0013,1.0,0.00026,0.086,0.62,0.00023
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,6.5,0.0048,,1.0,0.00026,0.087,,0.00024
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,7.0,0.0067,0.0043,1.1,0.00026,0.089,0.66,0.00025
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,7.5,0.0084,,1.1,0.00027,0.09,,0.00025
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,8.0,0.01,0.01,1.2,0.00027,0.091,0.71,0.00025
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,8.5,0.011,,1.2,0.00027,0.092,,0.00026
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,9.0,0.013,0.016,1.2,0.00027,0.093,0.76,0.00026
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,9.5,0.014,,1.3,0.00027,0.094,,0.00026
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,10.0,0.015,0.021,1.3,0.00027,0.095,0.82,0.00026
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,11.0,0.018,0.025,1.4,0.00028,0.097,0.87,0.00026
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,12.0,0.021,0.03,1.5,0.00028,0.098,0.92,0.00027
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,13.0,0.024,0.035,1.6,0.00028,0.1,0.98,0.00027
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,14.0,0.028,0.04,1.7,0.00028,0.1,1.0,0.00027
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,15.0,0.031,0.046,1.8,0.00028,0.1,1.1,0.00027
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,16.0,0.035,0.053,1.9,0.00028,0.1,1.1,0.00027
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,17.0,0.04,0.06,2.0,0.00029,0.1,1.2,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,18.0,0.044,0.067,2.1,0.00029,0.11,1.3,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,19.0,0.048,0.075,2.2,0.00029,0.11,1.3,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,20.0,0.052,0.082,2.3,0.00029,0.11,1.4,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,21.0,0.056,0.089,2.4,0.00029,0.11,1.4,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,22.0,0.06,0.096,2.5,0.00029,0.11,1.5,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,23.0,0.064,0.1,2.6,0.00029,0.11,1.5,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,24.0,0.067,0.11,2.7,0.00029,0.11,1.6,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,25.0,0.07,0.11,2.8,0.00029,0.11,1.6,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,26.0,0.073,0.12,2.9,0.00029,0.11,1.7,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,27.0,0.075,0.12,3.0,0.00029,0.11,1.7,0.00028
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,28.0,0.077,0.13,3.1,0.00029,0.11,1.8,0.00029
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,29.0,0.079,0.13,3.2,0.00029,0.11,1.8,0.00029
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,30.0,0.081,0.14,3.3,0.0003,0.11,1.9,0.00029
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,31.0,0.082,0.14,3.4,0.0003,0.11,1.9,0.00029
U-235,Inhalation,"Aerosols Type S, fA=2E-4",2E-4,10,32.0,0.083,0.14,3.4,0.0003,0.11,1.9,0.00029
