radionuclide,route_of_intake,material,fA,amad_um,time_days,alimentary_tract,faeces_24h,liver,lungs,skeleton,urine_24h,whole_body
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,8000.0,0.025,240.0,0.0055,0.058,0.00018,1.6,0.00013
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,9000.0,0.026,280.0,0.0067,0.059,0.00019,1.8,0.00014
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,10000.0,0.026,320.0,0.008,0.06,0.00021,2.1,0.00015
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,11000.0,0.027,350.0,0.0096,0.061,0.00023,2.4,0.00016
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,12000.0,0.027,390.0,0.012,0.062,0.00025,2.6,0.00017
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,13000.0,0.028,430.0,0.014,0.063,0.00027,2.9,0.00018
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,14000.0,0.028,470.0,0.017,0.064,0.0003,3.2,0.00019
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,15000.0,0.029,520.0,0.02,0.065,0.00032,3.4,0.0002
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,16000.0,0.029,560.0,0.024,0.067,0.00035,3.7,0.00022
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,17000.0,0.03,610.0,0.029,0.068,0.00038,4.0,0.00023
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,18000.0,0.03,660.0,0.034,0.069,0.00041,4.4,0.00024
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.03,18250.0,0.031,670.0,0.036,0.069,0.00042,4.4,0.00025
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.041667,7.8e-06,,8.7e-05,2.6e-06,5.5e-05,,1.1e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.083333,6.9e-06,,8e-05,3.9e-06,3e-05,,1.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.125,6.5e-06,,8.4e-05,5.9e-06,2.2e-05,,1.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.25,5.6e-06,,9.6e-05,2e-05,1.5e-05,,1.5e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.375,5.1e-06,,0.0001,6.1e-05,1.3e-05,,1.7e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.5,4.8e-06,,0.00011,0.00017,1.2e-05,,1.9e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.625,4.7e-06,,0.00011,0.00037,1.2e-05,,2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.75,4.7e-06,,0.00011,0.0006,1.2e-05,,2.1e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,0.875,4.7e-06,,0.00011,0.00079,1.2e-05,,2.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.0,4.9e-06,2.8e-05,0.00011,0.0009,1.2e-05,2.7e-06,2.3e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.125,5.1e-06,,0.00011,0.00098,1.2e-05,,2.4e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.25,5.4e-06,,0.00012,0.001,1.2e-05,,2.5e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.375,5.7e-06,,0.00012,0.0011,1.2e-05,,2.6e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.5,6.2e-06,,0.00012,0.0011,1.2e-05,,2.7e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.625,6.8e-06,,0.00012,0.0011,1.2e-05,,2.8e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.75,7.4e-06,,0.00012,0.0012,1.2e-05,,3e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,1.875,8.3e-06,,0.00012,0.0012,1.2e-05,,3.1e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2.0,9.2e-06,8.9e-06,0.00012,0.0012,1.2e-05,6e-05,3.3e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2.25,1.2e-05,,0.00013,0.0013,1.2e-05,,3.6e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2.5,1.5e-05,,0.00013,0.0014,1.3e-05,,3.9e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,2.75,2e-05,,0.00013,0.0014,1.3e-05,,4.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3.0,2.6e-05,1.4e-05,0.00013,0.0015,1.3e-05,9.1e-05,4.5e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3.25,3.6e-05,,0.00014,0.0015,1.3e-05,,4.8e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3.5,4.8e-05,,0.00014,0.0016,1.3e-05,,5e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,3.75,6.6e-05,,0.00014,0.0016,1.3e-05,,5.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,4.0,9.1e-05,3.7e-05,0.00015,0.0017,1.3e-05,0.0001,5.4e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,4.25,0.00012,,0.00015,0.0018,1.4e-05,,5.6e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,4.5,0.00017,,0.00015,0.0018,1.4e-05,,5.7e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,4.75,0.00023,,0.00015,0.0019,1.4e-05,,5.8e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,5.0,0.0003,0.00013,0.00016,0.0019,1.4e-05,0.00011,6e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,5.5,0.0005,,0.00016,0.002,1.4e-05,,6.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,6.0,0.00073,0.00052,0.00017,0.0021,1.4e-05,0.00012,6.3e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,6.5,0.00093,,0.00018,0.0022,1.5e-05,,6.5e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,7.0,0.0011,0.0023,0.00018,0.0023,1.5e-05,0.00014,6.7e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,7.5,0.0012,,0.00019,0.0024,1.5e-05,,6.8e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,8.0,0.0012,0.0091,0.0002,0.0025,1.5e-05,0.00015,7e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,8.5,0.0013,,0.00021,0.0026,1.6e-05,,7.1e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,9.0,0.0013,0.025,0.00021,0.0027,1.6e-05,0.00016,7.3e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,9.5,0.0013,,0.00022,0.0028,1.6e-05,,7.4e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,10.0,0.0014,0.041,0.00023,0.0028,1.6e-05,0.00018,7.6e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,11.0,0.0014,0.05,0.00025,0.003,1.7e-05,0.00019,7.9e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,12.0,0.0015,0.055,0.00027,0.0031,1.7e-05,0.00021,8.2e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,13.0,0.0015,0.06,0.00028,0.0033,1.7e-05,0.00023,8.5e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,14.0,0.0016,0.065,0.0003,0.0034,1.8e-05,0.00025,8.8e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,15.0,0.0016,0.07,0.00032,0.0035,1.8e-05,0.00027,9.1e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,16.0,0.0017,0.075,0.00035,0.0036,1.8e-05,0.00029,9.4e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,17.0,0.0017,0.08,0.00037,0.0037,1.8e-05,0.00031,9.7e-06
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,18.0,0.0018,0.085,0.00039,0.0039,1.9e-05,0.00033,1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,19.0,0.0018,0.09,0.00041,0.004,1.9e-05,0.00036,1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,20.0,0.0019,0.096,0.00044,0.0041,1.9e-05,0.00038,1.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,21.0,0.0019,0.1,0.00046,0.0042,1.9e-05,0.00041,1.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,22.0,0.002,0.11,0.00049,0.0044,2e-05,0.00044,1.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,23.0,0.002,0.11,0.00051,0.0045,2e-05,0.00047,1.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,24.0,0.0021,0.12,0.00054,0.0046,2e-05,0.0005,1.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,25.0,0.0021,0.12,0.00057,0.0047,2e-05,0.00053,1.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,26.0,0.0022,0.13,0.00059,0.0049,2e-05,0.00056,1.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,27.0,0.0023,0.13,0.00062,0.005,2e-05,0.0006,1.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,28.0,0.0023,0.14,0.00064,0.0052,2.1e-05,0.00063,1.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,29.0,0.0024,0.15,0.00067,0.0053,2.1e-05,0.00067,1.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,30.0,0.0025,0.15,0.00069,0.0055,2.1e-05,0.0007,1.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,31.0,0.0025,0.16,0.00072,0.0056,2.1e-05,0.00074,1.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,32.0,0.0026,0.16,0.00074,0.0058,2.1e-05,0.00078,1.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,33.0,0.0027,0.17,0.00077,0.0059,2.1e-05,0.00082,1.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,34.0,0.0027,0.18,0.00079,0.0061,2.2e-05,0.00086,1.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,35.0,0.0028,0.18,0.00081,0.0062,2.2e-05,0.0009,1.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,36.0,0.0029,0.19,0.00084,0.0064,2.2e-05,0.00095,1.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,37.0,0.003,0.19,0.00086,0.0066,2.2e-05,0.00099,1.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,38.0,0.003,0.2,0.00088,0.0068,2.2e-05,0.001,1.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,39.0,0.0031,0.2,0.0009,0.0069,2.2e-05,0.0011,1.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,40.0,0.0032,0.21,0.00092,0.0071,2.2e-05,0.0011,1.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,41.0,0.0033,0.22,0.00093,0.0073,2.2e-05,0.0012,1.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,42.0,0.0034,0.22,0.00095,0.0075,2.3e-05,0.0012,1.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,43.0,0.0035,0.23,0.00097,0.0077,2.3e-05,0.0013,1.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,44.0,0.0035,0.23,0.00098,0.0079,2.3e-05,0.0013,1.6e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,45.0,0.0036,0.24,0.001,0.0081,2.3e-05,0.0014,1.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,46.0,0.0037,0.25,0.001,0.0083,2.3e-05,0.0014,1.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,47.0,0.0038,0.25,0.001,0.0085,2.3e-05,0.0015,1.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,48.0,0.0039,0.26,0.001,0.0087,2.3e-05,0.0015,1.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,49.0,0.004,0.27,0.001,0.0089,2.4e-05,0.0016,1.7e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,50.0,0.0041,0.27,0.0011,0.0091,2.4e-05,0.0016,1.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,51.0,0.0042,0.28,0.0011,0.0094,2.4e-05,0.0017,1.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,52.0,0.0043,0.29,0.0011,0.0096,2.4e-05,0.0017,1.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,53.0,0.0044,0.29,0.0011,0.0098,2.4e-05,0.0018,1.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,54.0,0.0045,0.3,0.0011,0.01,2.4e-05,0.0018,1.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,55.0,0.0046,0.31,0.0011,0.01,2.4e-05,0.0019,1.8e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,56.0,0.0047,0.31,0.0011,0.011,2.4e-05,0.0019,1.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,57.0,0.0049,0.32,0.0011,0.011,2.5e-05,0.002,1.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,58.0,0.005,0.33,0.0011,0.011,2.5e-05,0.002,1.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,59.0,0.0051,0.33,0.0011,0.011,2.5e-05,0.0021,1.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,60.0,0.0052,0.34,0.0011,0.012,2.5e-05,0.0021,1.9e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,61.0,0.0053,0.35,0.0011,0.012,2.5e-05,0.0022,2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,62.0,0.0054,0.36,0.0012,0.012,2.5e-05,0.0022,2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,63.0,0.0056,0.36,0.0012,0.012,2.5e-05,0.0023,2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,64.0,0.0057,0.37,0.0012,0.013,2.6e-05,0.0023,2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,65.0,0.0058,0.38,0.0012,0.013,2.6e-05,0.0024,2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,66.0,0.0059,0.39,0.0012,0.013,2.6e-05,0.0025,2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,67.0,0.006,0.4,0.0012,0.013,2.6e-05,0.0025,2.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,68.0,0.0062,0.4,0.0012,0.014,2.6e-05,0.0026,2.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,69.0,0.0063,0.41,0.0012,0.014,2.6e-05,0.0026,2.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,70.0,0.0064,0.42,0.0012,0.014,2.6e-05,0.0027,2.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,71.0,0.0066,0.43,0.0012,0.015,2.6e-05,0.0028,2.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,72.0,0.0067,0.44,0.0012,0.015,2.7e-05,0.0028,2.1e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,73.0,0.0068,0.45,0.0012,0.015,2.7e-05,0.0029,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,74.0,0.007,0.46,0.0012,0.015,2.7e-05,0.0029,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,75.0,0.0071,0.47,0.0012,0.016,2.7e-05,0.003,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,76.0,0.0072,0.47,0.0012,0.016,2.7e-05,0.0031,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,77.0,0.0074,0.48,0.0012,0.016,2.7e-05,0.0031,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,78.0,0.0075,0.49,0.0012,0.017,2.7e-05,0.0032,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,79.0,0.0077,0.5,0.0012,0.017,2.7e-05,0.0033,2.2e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,80.0,0.0078,0.51,0.0012,0.017,2.8e-05,0.0033,2.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,81.0,0.008,0.52,0.0012,0.018,2.8e-05,0.0034,2.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,82.0,0.0081,0.53,0.0012,0.018,2.8e-05,0.0035,2.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,83.0,0.0082,0.54,0.0012,0.018,2.8e-05,0.0035,2.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,84.0,0.0084,0.55,0.0012,0.019,2.8e-05,0.0036,2.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,85.0,0.0085,0.56,0.0012,0.019,2.8e-05,0.0037,2.3e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,86.0,0.0087,0.57,0.0012,0.019,2.8e-05,0.0037,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,87.0,0.0088,0.58,0.0012,0.02,2.9e-05,0.0038,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,88.0,0.009,0.59,0.0012,0.02,2.9e-05,0.0039,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,89.0,0.0091,0.6,0.0012,0.02,2.9e-05,0.0039,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,90.0,0.0093,0.62,0.0012,0.021,2.9e-05,0.004,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,91.0,0.0094,0.63,0.0012,0.021,2.9e-05,0.0041,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,92.0,0.0096,0.64,0.0012,0.021,2.9e-05,0.0042,2.4e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,93.0,0.0097,0.65,0.0012,0.022,2.9e-05,0.0042,2.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,94.0,0.0099,0.66,0.0012,0.022,2.9e-05,0.0043,2.5e-05
U-235,Inhalation,"Aerosols Type F, Uranium hexafluoride, uranyl tributyl-phosphate, fA=2E-2",2E-2,0.3,95.0,0.01,0.67,0.0012,0.022,3e-05,0.0044,2.5e-05
