Radionuclide	U-235
Route of Intake	Ingestion
Material	Soluble forms, fA=2E-2
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
8000	2.0E-3	2.4E+1	3.6E+3	4.0E-1	9.0E-1	2.7E-3	8.5E-2
9000	2.1E-3	2.8E+1	4.3E+3	4.0E-1	9.2E-1	3.0E-3	1.0E-1
10000	2.3E-3	3.2E+1	4.9E+3	4.1E-1	9.3E-1	3.3E-3	1.2E-1
11000	2.5E-3	3.6E+1	5.5E+3	4.2E-1	9.5E-1	3.6E-3	1.5E-1
12000	2.6E-3	4.1E+1	6.1E+3	4.3E-1	9.7E-1	3.9E-3	1.8E-1
13000	2.8E-3	4.5E+1	6.7E+3	4.3E-1	9.9E-1	4.3E-3	2.1E-1
14000	3.0E-3	4.9E+1	7.4E+3	4.4E-1	1.0E+0	4.6E-3	2.6E-1
15000	3.2E-3	5.3E+1	8.0E+3	4.5E-1	1.0E+0	5.0E-3	3.1E-1
16000	3.4E-3	5.8E+1	8.7E+3	4.6E-1	1.0E+0	5.5E-3	3.7E-1
17000	3.6E-3	6.3E+1	9.4E+3	4.7E-1	1.1E+0	5.9E-3	4.4E-1
18000	3.8E-3	6.8E+1	1.0E+4	4.8E-1	1.1E+0	6.4E-3	5.3E-1
18250	3.9E-3	6.9E+1	1.0E+4	4.8E-1	1.1E+0	6.6E-3	5.5E-1
Radionuclide	U-235
Route of Intake	Inhalation
Material	Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3
AMTD/AMAD, µm	0.03

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.3E-5	-	-	2.2E-4	1.6E-5	7.4E-3	1.1E-2
0.083333	1.3E-5	-	-	1.9E-4	1.6E-5	3.5E-3	8.5E-3
0.125	1.4E-5	-	-	1.6E-4	1.7E-5	2.3E-3	7.5E-3
0.25	1.4E-5	-	-	1.3E-4	1.8E-5	1.2E-3	6.3E-3
0.375	1.4E-5	-	-	1.2E-4	1.9E-5	9.0E-4	5.8E-3
0.5	1.5E-5	-	-	1.1E-4	1.9E-5	7.5E-4	5.5E-3
0.625	1.5E-5	-	-	1.0E-4	2.0E-5	6.7E-4	5.3E-3
0.75	1.5E-5	-	-	1.0E-4	2.0E-5	6.2E-4	5.2E-3
0.875	1.5E-5	-	-	1.0E-4	2.0E-5	5.9E-4	5.2E-3
1	1.6E-5	1.3E-4	6.5E-4	1.0E-4	2.0E-5	5.7E-4	5.2E-3
1.125	1.6E-5	-	-	1.0E-4	2.1E-5	5.6E-4	5.2E-3
1.25	1.6E-5	-	-	1.1E-4	2.1E-5	5.6E-4	5.2E-3
1.375	1.6E-5	-	-	1.1E-4	2.1E-5	5.5E-4	5.3E-3
1.5	1.6E-5	-	-	1.2E-4	2.1E-5	5.5E-4	5.3E-3
1.625	1.7E-5	-	-	1.3E-4	2.1E-5	5.5E-4	5.3E-3
1.75	1.7E-5	-	-	1.3E-4	2.1E-5	5.5E-4	5.4E-3
1.875	1.7E-5	-	-	1.4E-4	2.1E-5	5.5E-4	5.4E-3
2	1.7E-5	8.7E-4	1.9E-4	1.5E-4	2.1E-5	5.5E-4	5.4E-3
2.25	1.8E-5	-	-	1.8E-4	2.2E-5	5.5E-4	5.5E-3
2.5	1.8E-5	-	-	2.0E-4	2.2E-5	5.6E-4	5.6E-3
2.75	1.9E-5	-	-	2.4E-4	2.2E-5	5.6E-4	5.7E-3
3	1.9E-5	2.3E-3	2.4E-4	2.7E-4	2.2E-5	5.6E-4	5.8E-3
3.25	1.9E-5	-	-	3.1E-4	2.2E-5	5.7E-4	5.9E-3
3.5	1.9E-5	-	-	3.5E-4	2.2E-5	5.7E-4	6.0E-3
3.75	2.0E-5	-	-	3.9E-4	2.3E-5	5.7E-4	6.1E-3
4	2.0E-5	2.7E-3	4.2E-4	4.3E-4	2.3E-5	5.8E-4	6.2E-3
4.25	2.0E-5	-	-	4.7E-4	2.3E-5	5.8E-4	6.2E-3
4.5	2.0E-5	-	-	5.1E-4	2.3E-5	5.8E-4	6.3E-3
4.75	2.0E-5	-	-	5.4E-4	2.3E-5	5.9E-4	6.4E-3
5	2.1E-5	2.9E-3	6.9E-4	5.8E-4	2.3E-5	5.9E-4	6.5E-3
5.5	2.1E-5	-	-	6.5E-4	2.4E-5	5.9E-4	6.7E-3
6	2.1E-5	3.0E-3	9.7E-4	7.2E-4	2.4E-5	6.0E-4	6.9E-3
6.5	2.1E-5	-	-	8.0E-4	2.4E-5	6.0E-4	7.1E-3
7	2.2E-5	3.2E-3	1.2E-3	8.8E-4	2.4E-5	6.1E-4	7.3E-3
7.5	2.2E-5	-	-	9.6E-4	2.4E-5	6.1E-4	7.5E-3
8	2.2E-5	3.3E-3	1.5E-3	1.0E-3	2.5E-5	6.2E-4	7.7E-3
8.5	2.2E-5	-	-	1.1E-3	2.5E-5	6.2E-4	7.9E-3
9	2.3E-5	3.5E-3	1.8E-3	1.2E-3	2.5E-5	6.2E-4	8.0E-3
9.5	2.3E-5	-	-	1.4E-3	2.5E-5	6.3E-4	8.2E-3
10	2.3E-5	3.6E-3	2.1E-3	1.5E-3	2.5E-5	6.3E-4	8.4E-3
11	2.3E-5	3.7E-3	2.5E-3	1.7E-3	2.6E-5	6.3E-4	8.8E-3
12	2.4E-5	3.9E-3	3.0E-3	2.0E-3	2.6E-5	6.4E-4	9.2E-3
13	2.4E-5	4.0E-3	3.5E-3	2.3E-3	2.6E-5	6.4E-4	9.6E-3
14	2.4E-5	4.1E-3	4.0E-3	2.6E-3	2.7E-5	6.4E-4	1.0E-2
15	2.5E-5	4.2E-3	4.6E-3	3.0E-3	2.7E-5	6.4E-4	1.0E-2
16	2.5E-5	4.3E-3	5.3E-3	3.3E-3	2.7E-5	6.4E-4	1.1E-2
17	2.5E-5	4.5E-3	6.0E-3	3.7E-3	2.7E-5	6.4E-4	1.1E-2
18	2.5E-5	4.6E-3	6.7E-3	4.1E-3	2.8E-5	6.4E-4	1.2E-2
19	2.5E-5	4.7E-3	7.4E-3	4.5E-3	2.8E-5	6.4E-4	1.2E-2
20	2.6E-5	4.8E-3	8.2E-3	4.8E-3	2.8E-5	6.4E-4	1.2E-2
21	2.6E-5	4.9E-3	8.9E-3	5.2E-3	2.8E-5	6.4E-4	1.3E-2
22	2.6E-5	5.0E-3	9.6E-3	5.5E-3	2.8E-5	6.4E-4	1.3E-2
23	2.6E-5	5.0E-3	1.0E-2	5.8E-3	2.9E-5	6.4E-4	1.3E-2
24	2.7E-5	5.1E-3	1.1E-2	6.1E-3	2.9E-5	6.4E-4	1.3E-2
25	2.7E-5	5.2E-3	1.1E-2	6.3E-3	2.9E-5	6.4E-4	1.4E-2
26	2.7E-5	5.3E-3	1.2E-2	6.6E-3	2.9E-5	6.3E-4	1.4E-2
27	2.7E-5	5.4E-3	1.2E-2	6.8E-3	2.9E-5	6.3E-4	1.4E-2
28	2.7E-5	5.4E-3	1.3E-2	7.0E-3	3.0E-5	6.3E-4	1.5E-2
29	2.8E-5	5.5E-3	1.3E-2	7.1E-3	3.0E-5	6.3E-4	1.5E-2
30	2.8E-5	5.6E-3	1.4E-2	7.3E-3	3.0E-5	6.3E-4	1.5E-2
31	2.8E-5	5.7E-3	1.4E-2	7.4E-3	3.0E-5	6.3E-4	1.5E-2
32	2.8E-5	5.7E-3	1.4E-2	7.6E-3	3.1E-5	6.2E-4	1.5E-2
33	2.8E-5	5.8E-3	1.5E-2	7.7E-3	3.1E-5	6.2E-4	1.6E-2
34	2.8E-5	5.9E-3	1.5E-2	7.8E-3	3.1E-5	6.2E-4	1.6E-2
35	2.9E-5	5.9E-3	1.5E-2	7.9E-3	3.1E-5	6.2E-4	1.6E-2
36	2.9E-5	6.0E-3	1.5E-2	8.0E-3	3.1E-5	6.2E-4	1.6E-2
37	2.9E-5	6.0E-3	1.5E-2	8.1E-3	3.2E-5	6.1E-4	1.6E-2
38	2.9E-5	6.1E-3	1.6E-2	8.2E-3	3.2E-5	6.1E-4	1.6E-2
39	2.9E-5	6.2E-3	1.6E-2	8.3E-3	3.2E-5	6.1E-4	1.6E-2
40	3.0E-5	6.2E-3	1.6E-2	8.4E-3	3.2E-5	6.1E-4	1.6E-2
41	3.0E-5	6.3E-3	1.6E-2	8.4E-3	3.3E-5	6.1E-4	1.7E-2
42	3.0E-5	6.3E-3	1.6E-2	8.5E-3	3.3E-5	6.0E-4	1.7E-2
43	3.0E-5	6.4E-3	1.7E-2	8.6E-3	3.3E-5	6.0E-4	1.7E-2
44	3.0E-5	6.4E-3	1.7E-2	8.7E-3	3.3E-5	6.0E-4	1.7E-2
45	3.1E-5	6.5E-3	1.7E-2	8.8E-3	3.3E-5	6.0E-4	1.7E-2
46	3.1E-5	6.6E-3	1.7E-2	8.8E-3	3.4E-5	6.0E-4	1.7E-2
47	3.1E-5	6.6E-3	1.7E-2	8.9E-3	3.4E-5	6.0E-4	1.7E-2
48	3.1E-5	6.7E-3	1.7E-2	9.0E-3	3.4E-5	5.9E-4	1.7E-2
49	3.1E-5	6.7E-3	1.7E-2	9.1E-3	3.4E-5	5.9E-4	1.7E-2
50	3.2E-5	6.8E-3	1.8E-2	9.1E-3	3.5E-5	5.9E-4	1.7E-2
51	3.2E-5	6.8E-3	1.8E-2	9.2E-3	3.5E-5	5.9E-4	1.7E-2
52	3.2E-5	6.9E-3	1.8E-2	9.3E-3	3.5E-5	5.9E-4	1.7E-2
53	3.2E-5	6.9E-3	1.8E-2	9.4E-3	3.5E-5	5.9E-4	1.7E-2
54	3.2E-5	7.0E-3	1.8E-2	9.4E-3	3.6E-5	5.9E-4	1.7E-2
55	3.3E-5	7.0E-3	1.8E-2	9.5E-3	3.6E-5	5.8E-4	1.7E-2
56	3.3E-5	7.1E-3	1.8E-2	9.6E-3	3.6E-5	5.8E-4	1.7E-2
57	3.3E-5	7.1E-3	1.9E-2	9.7E-3	3.6E-5	5.8E-4	1.7E-2
58	3.3E-5	7.2E-3	1.9E-2	9.7E-3	3.7E-5	5.8E-4	1.7E-2
59	3.4E-5	7.2E-3	1.9E-2	9.8E-3	3.7E-5	5.8E-4	1.7E-2
60	3.4E-5	7.3E-3	1.9E-2	9.9E-3	3.7E-5	5.8E-4	1.7E-2
61	3.4E-5	7.3E-3	1.9E-2	1.0E-2	3.7E-5	5.8E-4	1.7E-2
62	3.4E-5	7.4E-3	1.9E-2	1.0E-2	3.8E-5	5.8E-4	1.7E-2
63	3.4E-5	7.4E-3	2.0E-2	1.0E-2	3.8E-5	5.8E-4	1.7E-2
64	3.5E-5	7.5E-3	2.0E-2	1.0E-2	3.8E-5	5.7E-4	1.8E-2
65	3.5E-5	7.5E-3	2.0E-2	1.0E-2	3.8E-5	5.7E-4	1.8E-2
66	3.5E-5	7.6E-3	2.0E-2	1.0E-2	3.9E-5	5.7E-4	1.8E-2
67	3.5E-5	7.7E-3	2.0E-2	1.0E-2	3.9E-5	5.7E-4	1.8E-2
68	3.5E-5	7.7E-3	2.0E-2	1.1E-2	3.9E-5	5.7E-4	1.8E-2
69	3.6E-5	7.8E-3	2.0E-2	1.1E-2	3.9E-5	5.7E-4	1.8E-2
70	3.6E-5	7.8E-3	2.1E-2	1.1E-2	4.0E-5	5.7E-4	1.8E-2
71	3.6E-5	7.9E-3	2.1E-2	1.1E-2	4.0E-5	5.7E-4	1.8E-2
72	3.6E-5	7.9E-3	2.1E-2	1.1E-2	4.0E-5	5.7E-4	1.8E-2
73	3.7E-5	8.0E-3	2.1E-2	1.1E-2	4.1E-5	5.7E-4	1.8E-2
74	3.7E-5	8.0E-3	2.1E-2	1.1E-2	4.1E-5	5.7E-4	1.8E-2
75	3.7E-5	8.1E-3	2.1E-2	1.1E-2	4.1E-5	5.7E-4	1.8E-2
76	3.7E-5	8.1E-3	2.2E-2	1.1E-2	4.1E-5	5.6E-4	1.8E-2
77	3.8E-5	8.2E-3	2.2E-2	1.1E-2	4.2E-5	5.6E-4	1.8E-2
78	3.8E-5	8.2E-3	2.2E-2	1.1E-2	4.2E-5	5.6E-4	1.8E-2
79	3.8E-5	8.3E-3	2.2E-2	1.1E-2	4.2E-5	5.6E-4	1.8E-2
80	3.8E-5	8.4E-3	2.2E-2	1.2E-2	4.3E-5	5.6E-4	1.8E-2
81	3.8E-5	8.4E-3	2.3E-2	1.2E-2	4.3E-5	5.6E-4	1.8E-2
82	3.9E-5	8.5E-3	2.3E-2	1.2E-2	4.3E-5	5.6E-4	1.8E-2
83	3.9E-5	8.5E-3	2.3E-2	1.2E-2	4.3E-5	5.6E-4	1.8E-2
84	3.9E-5	8.6E-3	2.3E-2	1.2E-2	4.4E-5	5.6E-4	1.8E-2
85	3.9E-5	8.6E-3	2.3E-2	1.2E-2	4.4E-5	5.6E-4	1.8E-2
86	4.0E-5	8.7E-3	2.3E-2	1.2E-2	4.4E-5	5.6E-4	1.8E-2
87	4.0E-5	8.8E-3	2.4E-2	1.2E-2	4.5E-5	5.6E-4	1.8E-2
88	4.0E-5	8.8E-3	2.4E-2	1.2E-2	4.5E-5	5.6E-4	1.8E-2
89	4.0E-5	8.9E-3	2.4E-2	1.2E-2	4.5E-5	5.6E-4	1.8E-2
90	4.1E-5	8.9E-3	2.4E-2	1.2E-2	4.6E-5	5.6E-4	1.8E-2
91	4.1E-5	9.0E-3	2.4E-2	1.3E-2	4.6E-5	5.6E-4	1.8E-2
92	4.1E-5	9.1E-3	2.5E-2	1.3E-2	4.6E-5	5.6E-4	1.8E-2
93	4.1E-5	9.1E-3	2.5E-2	1.3E-2	4.7E-5	5.6E-4	1.8E-2
94	4.2E-5	9.2E-3	2.5E-2	1.3E-2	4.7E-5	5.6E-4	1.8E-2
95	4.2E-5	9.2E-3	2.5E-2	1.3E-2	4.7E-5	5.5E-4	1.8E-2
96	4.2E-5	9.3E-3	2.5E-2	1.3E-2	4.7E-5	5.5E-4	1.8E-2
97	4.3E-5	9.4E-3	2.6E-2	1.3E-2	4.8E-5	5.5E-4	1.8E-2
98	4.3E-5	9.4E-3	2.6E-2	1.3E-2	4.8E-5	5.5E-4	1.8E-2
99	4.3E-5	9.5E-3	2.6E-2	1.3E-2	4.8E-5	5.5E-4	1.8E-2
100	4.3E-5	9.5E-3	2.6E-2	1.3E-2	4.9E-5	5.5E-4	1.8E-2
110	4.6E-5	1.0E-2	2.8E-2	1.5E-2	5.2E-5	5.5E-4	1.8E-2
120	4.9E-5	1.1E-2	3.1E-2	1.6E-2	5.6E-5	5.5E-4	1.8E-2
130	5.2E-5	1.2E-2	3.3E-2	1.7E-2	6.0E-5	5.5E-4	1.8E-2
140	5.5E-5	1.2E-2	3.6E-2	1.8E-2	6.4E-5	5.5E-4	1.8E-2
150	5.9E-5	1.3E-2	3.9E-2	2.0E-2	6.8E-5	5.5E-4	1.8E-2
160	6.2E-5	1.4E-2	4.2E-2	2.1E-2	7.3E-5	5.5E-4	1.8E-2
170	6.6E-5	1.5E-2	4.6E-2	2.3E-2	7.8E-5	5.5E-4	1.8E-2
180	7.0E-5	1.6E-2	5.0E-2	2.4E-2	8.3E-5	5.5E-4	1.8E-2
190	7.4E-5	1.7E-2	5.4E-2	2.6E-2	8.9E-5	5.6E-4	1.8E-2
200	7.8E-5	1.8E-2	5.8E-2	2.8E-2	9.5E-5	5.6E-4	1.8E-2
210	8.3E-5	1.9E-2	6.3E-2	3.0E-2	1.0E-4	5.6E-4	1.8E-2
220	8.7E-5	2.1E-2	6.8E-2	3.2E-2	1.1E-4	5.7E-4	1.8E-2
230	9.2E-5	2.2E-2	7.4E-2	3.5E-2	1.2E-4	5.7E-4	1.8E-2
240	9.7E-5	2.4E-2	8.0E-2	3.7E-2	1.2E-4	5.7E-4	1.8E-2
250	1.0E-4	2.5E-2	8.7E-2	4.0E-2	1.3E-4	5.7E-4	1.8E-2
260	1.1E-4	2.7E-2	9.4E-2	4.3E-2	1.4E-4	5.8E-4	1.8E-2
270	1.1E-4	2.8E-2	1.0E-1	4.6E-2	1.5E-4	5.8E-4	1.8E-2
280	1.2E-4	3.0E-2	1.1E-1	4.9E-2	1.6E-4	5.8E-4	1.8E-2
290	1.3E-4	3.2E-2	1.2E-1	5.2E-2	1.7E-4	5.9E-4	1.8E-2
300	1.3E-4	3.4E-2	1.3E-1	5.5E-2	1.8E-4	5.9E-4	1.8E-2
310	1.4E-4	3.7E-2	1.4E-1	5.9E-2	1.9E-4	5.9E-4	1.8E-2
320	1.5E-4	3.9E-2	1.5E-1	6.3E-2	2.1E-4	6.0E-4	1.8E-2
330	1.5E-4	4.1E-2	1.6E-1	6.7E-2	2.2E-4	6.0E-4	1.8E-2
340	1.6E-4	4.4E-2	1.8E-1	7.1E-2	2.3E-4	6.0E-4	1.8E-2
350	1.7E-4	4.7E-2	1.9E-1	7.5E-2	2.5E-4	6.1E-4	1.8E-2
360	1.7E-4	5.0E-2	2.1E-1	8.0E-2	2.7E-4	6.1E-4	1.8E-2
365	1.8E-4	5.1E-2	2.2E-1	8.2E-2	2.7E-4	6.1E-4	1.8E-2
370	1.8E-4	5.3E-2	2.3E-1	8.4E-2	2.8E-4	6.1E-4	1.8E-2
380	1.9E-4	5.6E-2	2.4E-1	8.9E-2	3.0E-4	6.2E-4	1.8E-2
390	2.0E-4	5.9E-2	2.6E-1	9.4E-2	3.2E-4	6.2E-4	1.8E-2
400	2.1E-4	6.3E-2	2.9E-1	9.9E-2	3.4E-4	6.2E-4	1.8E-2
410	2.1E-4	6.7E-2	3.1E-1	1.0E-1	3.6E-4	6.2E-4	1.8E-2
420	2.2E-4	7.1E-2	3.3E-1	1.1E-1	3.8E-4	6.3E-4	1.8E-2
430	2.3E-4	7.5E-2	3.6E-1	1.1E-1	4.1E-4	6.3E-4	1.8E-2
440	2.4E-4	8.0E-2	3.9E-1	1.2E-1	4.3E-4	6.3E-4	1.8E-2
450	2.5E-4	8.5E-2	4.2E-1	1.3E-1	4.6E-4	6.4E-4	1.8E-2
460	2.6E-4	9.0E-2	4.6E-1	1.3E-1	4.9E-4	6.4E-4	1.8E-2
470	2.6E-4	9.5E-2	5.0E-1	1.4E-1	5.2E-4	6.4E-4	1.8E-2
480	2.7E-4	1.0E-1	5.4E-1	1.4E-1	5.5E-4	6.4E-4	1.9E-2
490	2.8E-4	1.1E-1	5.8E-1	1.5E-1	5.8E-4	6.5E-4	1.9E-2
500	2.9E-4	1.1E-1	6.3E-1	1.5E-1	6.2E-4	6.5E-4	1.9E-2
510	3.0E-4	1.2E-1	6.8E-1	1.6E-1	6.6E-4	6.5E-4	1.9E-2
520	3.1E-4	1.3E-1	7.4E-1	1.7E-1	7.0E-4	6.5E-4	1.9E-2
530	3.2E-4	1.3E-1	8.0E-1	1.7E-1	7.4E-4	6.6E-4	1.9E-2
540	3.3E-4	1.4E-1	8.7E-1	1.8E-1	7.9E-4	6.6E-4	1.9E-2
550	3.3E-4	1.5E-1	9.4E-1	1.8E-1	8.3E-4	6.6E-4	1.9E-2
560	3.4E-4	1.6E-1	1.0E+0	1.9E-1	8.8E-4	6.6E-4	1.9E-2
570	3.5E-4	1.7E-1	1.1E+0	1.9E-1	9.4E-4	6.6E-4	1.9E-2
580	3.6E-4	1.8E-1	1.2E+0	2.0E-1	9.9E-4	6.7E-4	1.9E-2
590	3.7E-4	1.9E-1	1.3E+0	2.0E-1	1.0E-3	6.7E-4	1.9E-2
600	3.8E-4	2.0E-1	1.4E+0	2.1E-1	1.1E-3	6.7E-4	1.9E-2
610	3.9E-4	2.1E-1	1.5E+0	2.1E-1	1.2E-3	6.7E-4	1.9E-2
620	3.9E-4	2.2E-1	1.6E+0	2.2E-1	1.2E-3	6.8E-4	1.9E-2
630	4.0E-4	2.3E-1	1.8E+0	2.2E-1	1.3E-3	6.8E-4	1.9E-2
640	4.1E-4	2.4E-1	1.9E+0	2.3E-1	1.4E-3	6.8E-4	1.9E-2
650	4.2E-4	2.5E-1	2.1E+0	2.3E-1	1.5E-3	6.8E-4	1.9E-2
660	4.2E-4	2.7E-1	2.2E+0	2.4E-1	1.6E-3	6.8E-4	1.9E-2
670	4.3E-4	2.8E-1	2.4E+0	2.4E-1	1.7E-3	6.9E-4	1.9E-2
680	4.4E-4	3.0E-1	2.6E+0	2.4E-1	1.8E-3	6.9E-4	1.9E-2
690	4.5E-4	3.1E-1	2.8E+0	2.5E-1	1.9E-3	6.9E-4	1.9E-2
700	4.5E-4	3.3E-1	3.0E+0	2.5E-1	2.0E-3	6.9E-4	1.9E-2
710	4.6E-4	3.4E-1	3.3E+0	2.5E-1	2.1E-3	6.9E-4	1.9E-2
720	4.7E-4	3.6E-1	3.6E+0	2.6E-1	2.2E-3	7.0E-4	1.9E-2
730	4.7E-4	3.8E-1	3.8E+0	2.6E-1	2.3E-3	7.0E-4	1.9E-2
740	4.8E-4	4.0E-1	4.2E+0	2.6E-1	2.4E-3	7.0E-4	1.9E-2
750	4.9E-4	4.2E-1	4.5E+0	2.6E-1	2.6E-3	7.0E-4	1.9E-2
760	4.9E-4	4.4E-1	4.9E+0	2.7E-1	2.7E-3	7.1E-4	1.9E-2
770	5.0E-4	4.6E-1	5.3E+0	2.7E-1	2.9E-3	7.1E-4	1.9E-2
780	5.0E-4	4.8E-1	5.7E+0	2.7E-1	3.0E-3	7.1E-4	1.9E-2
790	5.1E-4	5.0E-1	6.1E+0	2.7E-1	3.2E-3	7.1E-4	1.9E-2
800	5.2E-4	5.2E-1	6.6E+0	2.7E-1	3.4E-3	7.1E-4	1.9E-2
810	5.2E-4	5.5E-1	7.1E+0	2.8E-1	3.6E-3	7.2E-4	2.0E-2
820	5.3E-4	5.7E-1	7.7E+0	2.8E-1	3.8E-3	7.2E-4	2.0E-2
830	5.3E-4	6.0E-1	8.3E+0	2.8E-1	4.0E-3	7.2E-4	2.0E-2
840	5.4E-4	6.2E-1	9.0E+0	2.8E-1	4.2E-3	7.2E-4	2.0E-2
850	5.4E-4	6.5E-1	9.7E+0	2.8E-1	4.5E-3	7.2E-4	2.0E-2
860	5.5E-4	6.8E-1	1.0E+1	2.8E-1	4.7E-3	7.3E-4	2.0E-2
870	5.5E-4	7.0E-1	1.1E+1	2.9E-1	5.0E-3	7.3E-4	2.0E-2
880	5.6E-4	7.3E-1	1.2E+1	2.9E-1	5.2E-3	7.3E-4	2.0E-2
890	5.6E-4	7.6E-1	1.3E+1	2.9E-1	5.5E-3	7.3E-4	2.0E-2
900	5.6E-4	7.9E-1	1.4E+1	2.9E-1	5.8E-3	7.3E-4	2.0E-2
910	5.7E-4	8.2E-1	1.5E+1	2.9E-1	6.1E-3	7.4E-4	2.0E-2
920	5.7E-4	8.6E-1	1.6E+1	2.9E-1	6.5E-3	7.4E-4	2.0E-2
930	5.8E-4	8.9E-1	1.8E+1	2.9E-1	6.8E-3	7.4E-4	2.0E-2
940	5.8E-4	9.2E-1	1.9E+1	2.9E-1	7.2E-3	7.4E-4	2.0E-2
950	5.8E-4	9.5E-1	2.1E+1	2.9E-1	7.6E-3	7.4E-4	2.0E-2
960	5.9E-4	9.9E-1	2.2E+1	2.9E-1	8.0E-3	7.5E-4	2.0E-2
970	5.9E-4	1.0E+0	2.4E+1	2.9E-1	8.4E-3	7.5E-4	2.0E-2
980	5.9E-4	1.1E+0	2.6E+1	2.9E-1	8.9E-3	7.5E-4	2.0E-2
990	6.0E-4	1.1E+0	2.8E+1	3.0E-1	9.3E-3	7.5E-4	2.0E-2
1000	6.0E-4	1.1E+0	3.0E+1	3.0E-1	9.8E-3	7.5E-4	2.0E-2
1010	6.0E-4	1.2E+0	3.2E+1	3.0E-1	1.0E-2	7.6E-4	2.0E-2
1020	6.1E-4	1.2E+0	3.4E+1	3.0E-1	1.1E-2	7.6E-4	2.0E-2
1030	6.1E-4	1.2E+0	3.7E+1	3.0E-1	1.1E-2	7.6E-4	2.0E-2
1040	6.1E-4	1.3E+0	3.9E+1	3.0E-1	1.2E-2	7.6E-4	2.0E-2
1050	6.2E-4	1.3E+0	4.2E+1	3.0E-1	1.3E-2	7.6E-4	2.0E-2
1060	6.2E-4	1.4E+0	4.5E+1	3.0E-1	1.3E-2	7.7E-4	2.0E-2
1070	6.2E-4	1.4E+0	4.8E+1	3.0E-1	1.4E-2	7.7E-4	2.0E-2
1080	6.3E-4	1.4E+0	5.2E+1	3.0E-1	1.5E-2	7.7E-4	2.0E-2
1090	6.3E-4	1.5E+0	5.5E+1	3.0E-1	1.6E-2	7.7E-4	2.1E-2
1095	6.3E-4	1.5E+0	5.7E+1	3.0E-1	1.6E-2	7.7E-4	2.1E-2
1100	6.3E-4	1.5E+0	5.9E+1	3.0E-1	1.6E-2	7.7E-4	2.1E-2
1200	6.6E-4	1.9E+0	1.1E+2	3.0E-1	2.7E-2	7.9E-4	2.1E-2
1300	6.8E-4	2.3E+0	1.8E+2	3.0E-1	4.4E-2	8.2E-4	2.1E-2
1400	7.0E-4	2.6E+0	2.7E+2	3.0E-1	7.1E-2	8.4E-4	2.2E-2
1500	7.1E-4	2.9E+0	3.6E+2	3.0E-1	1.1E-1	8.6E-4	2.2E-2
1600	7.3E-4	3.2E+0	4.3E+2	3.1E-1	1.7E-1	8.8E-4	2.2E-2
1700	7.5E-4	3.4E+0	4.9E+2	3.1E-1	2.4E-1	9.0E-4	2.3E-2
1800	7.6E-4	3.6E+0	5.3E+2	3.1E-1	3.2E-1	9.2E-4	2.3E-2
1900	7.8E-4	3.8E+0	5.6E+2	3.1E-1	4.1E-1	9.4E-4	2.4E-2
2000	8.0E-4	4.0E+0	5.9E+2	3.1E-1	4.9E-1	9.7E-4	2.4E-2
2100	8.1E-4	4.1E+0	6.2E+2	3.1E-1	5.5E-1	9.9E-4	2.5E-2
2200	8.3E-4	4.3E+0	6.5E+2	3.1E-1	6.0E-1	1.0E-3	2.5E-2
2300	8.4E-4	4.5E+0	6.7E+2	3.1E-1	6.4E-1	1.0E-3	2.6E-2
2400	8.6E-4	4.7E+0	7.0E+2	3.1E-1	6.6E-1	1.1E-3	2.6E-2
2500	8.8E-4	4.8E+0	7.3E+2	3.1E-1	6.8E-1	1.1E-3	2.6E-2
2600	8.9E-4	5.0E+0	7.6E+2	3.1E-1	6.9E-1	1.1E-3	2.7E-2
2700	9.1E-4	5.2E+0	7.8E+2	3.1E-1	7.0E-1	1.1E-3	2.7E-2
2800	9.2E-4	5.4E+0	8.1E+2	3.1E-1	7.0E-1	1.1E-3	2.8E-2
2900	9.4E-4	5.6E+0	8.4E+2	3.1E-1	7.0E-1	1.2E-3	2.8E-2
3000	9.6E-4	5.8E+0	8.7E+2	3.1E-1	7.1E-1	1.2E-3	2.9E-2
3100	9.7E-4	6.0E+0	9.0E+2	3.1E-1	7.1E-1	1.2E-3	3.0E-2
3200	9.9E-4	6.2E+0	9.3E+2	3.1E-1	7.1E-1	1.2E-3	3.0E-2
3300	1.0E-3	6.4E+0	9.7E+2	3.1E-1	7.1E-1	1.3E-3	3.1E-2
3400	1.0E-3	6.6E+0	1.0E+3	3.1E-1	7.1E-1	1.3E-3	3.1E-2
3500	1.0E-3	6.9E+0	1.0E+3	3.1E-1	7.1E-1	1.3E-3	3.2E-2
3600	1.1E-3	7.1E+0	1.1E+3	3.2E-1	7.2E-1	1.3E-3	3.2E-2
3650	1.1E-3	7.2E+0	1.1E+3	3.2E-1	7.2E-1	1.3E-3	3.3E-2
