Radionuclide	U-235
Route of Intake	Ingestion
Material	Soluble forms, fA=2E-2
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Skeleton*	Liver*
72	4.8E-4	3.8E+0	2.8E-1	1.6E-1	5.2E-4	1.1E-1	4.4E+0
73	4.8E-4	3.8E+0	2.8E-1	1.6E-1	5.2E-4	1.1E-1	4.5E+0
74	4.8E-4	3.9E+0	2.8E-1	1.6E-1	5.2E-4	1.1E-1	4.5E+0
75	4.8E-4	3.9E+0	2.8E-1	1.6E-1	5.2E-4	1.1E-1	4.5E+0
76	4.8E-4	3.9E+0	2.8E-1	1.6E-1	5.2E-4	1.1E-1	4.5E+0
77	4.9E-4	3.9E+0	2.8E-1	1.6E-1	5.3E-4	1.1E-1	4.5E+0
78	4.9E-4	4.0E+0	2.8E-1	1.6E-1	5.3E-4	1.2E-1	4.5E+0
79	4.9E-4	4.0E+0	2.8E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
80	4.9E-4	4.0E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
81	4.9E-4	4.0E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
82	4.9E-4	4.1E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
83	4.9E-4	4.1E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
84	4.9E-4	4.1E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
85	4.9E-4	4.1E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
86	4.9E-4	4.1E+0	2.9E-1	1.7E-1	5.3E-4	1.2E-1	4.5E+0
87	4.9E-4	4.2E+0	2.9E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
88	5.0E-4	4.2E+0	2.9E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
89	5.0E-4	4.2E+0	2.9E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
90	5.0E-4	4.2E+0	2.9E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
91	5.0E-4	4.2E+0	3.0E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
92	5.0E-4	4.3E+0	3.0E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
93	5.0E-4	4.3E+0	3.0E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
94	5.0E-4	4.3E+0	3.0E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
95	5.0E-4	4.3E+0	3.0E-1	1.7E-1	5.4E-4	1.2E-1	4.5E+0
96	5.0E-4	4.3E+0	3.0E-1	1.7E-1	5.5E-4	1.2E-1	4.5E+0
97	5.0E-4	4.4E+0	3.0E-1	1.8E-1	5.5E-4	1.2E-1	4.5E+0
98	5.0E-4	4.4E+0	3.0E-1	1.8E-1	5.5E-4	1.2E-1	4.5E+0
99	5.1E-4	4.4E+0	3.0E-1	1.8E-1	5.5E-4	1.2E-1	4.5E+0
100	5.1E-4	4.4E+0	3.0E-1	1.8E-1	5.5E-4	1.2E-1	4.5E+0
110	5.2E-4	4.6E+0	3.1E-1	1.8E-1	5.6E-4	1.2E-1	4.5E+0
120	5.2E-4	4.8E+0	3.2E-1	1.9E-1	5.7E-4	1.3E-1	4.4E+0
130	5.3E-4	4.9E+0	3.3E-1	1.9E-1	5.8E-4	1.3E-1	4.4E+0
140	5.4E-4	5.1E+0	3.4E-1	2.0E-1	5.9E-4	1.3E-1	4.4E+0
150	5.5E-4	5.2E+0	3.5E-1	2.1E-1	6.0E-4	1.3E-1	4.4E+0
160	5.6E-4	5.4E+0	3.7E-1	2.1E-1	6.1E-4	1.3E-1	4.4E+0
170	5.7E-4	5.5E+0	3.8E-1	2.2E-1	6.2E-4	1.3E-1	4.3E+0
180	5.8E-4	5.6E+0	3.9E-1	2.3E-1	6.4E-4	1.3E-1	4.3E+0
190	5.9E-4	5.8E+0	4.0E-1	2.3E-1	6.5E-4	1.4E-1	4.3E+0
200	6.0E-4	5.9E+0	4.1E-1	2.4E-1	6.6E-4	1.4E-1	4.3E+0
210	6.1E-4	6.0E+0	4.3E-1	2.5E-1	6.7E-4	1.4E-1	4.2E+0
220	6.2E-4	6.1E+0	4.4E-1	2.6E-1	6.8E-4	1.4E-1	4.2E+0
230	6.3E-4	6.2E+0	4.5E-1	2.6E-1	6.9E-4	1.4E-1	4.2E+0
240	6.3E-4	6.4E+0	4.7E-1	2.7E-1	7.0E-4	1.4E-1	4.2E+0
250	6.4E-4	6.5E+0	4.8E-1	2.8E-1	7.1E-4	1.4E-1	4.2E+0
260	6.5E-4	6.6E+0	5.0E-1	2.9E-1	7.2E-4	1.4E-1	4.1E+0
270	6.6E-4	6.7E+0	5.1E-1	3.0E-1	7.3E-4	1.4E-1	4.1E+0
280	6.7E-4	6.8E+0	5.3E-1	3.1E-1	7.5E-4	1.4E-1	4.1E+0
290	6.8E-4	6.9E+0	5.5E-1	3.2E-1	7.6E-4	1.4E-1	4.1E+0
300	6.9E-4	7.0E+0	5.6E-1	3.3E-1	7.7E-4	1.4E-1	4.1E+0
310	7.0E-4	7.1E+0	5.8E-1	3.4E-1	7.8E-4	1.4E-1	4.0E+0
320	7.1E-4	7.2E+0	6.0E-1	3.5E-1	7.9E-4	1.4E-1	4.0E+0
330	7.2E-4	7.3E+0	6.2E-1	3.6E-1	8.0E-4	1.4E-1	4.0E+0
340	7.3E-4	7.4E+0	6.4E-1	3.7E-1	8.1E-4	1.4E-1	4.0E+0
350	7.3E-4	7.5E+0	6.6E-1	3.8E-1	8.2E-4	1.4E-1	4.0E+0
360	7.4E-4	7.6E+0	6.8E-1	3.9E-1	8.3E-4	1.4E-1	3.9E+0
365	7.5E-4	7.7E+0	6.9E-1	4.0E-1	8.4E-4	1.4E-1	3.9E+0
370	7.5E-4	7.7E+0	7.0E-1	4.1E-1	8.5E-4	1.4E-1	3.9E+0
380	7.6E-4	7.8E+0	7.2E-1	4.2E-1	8.6E-4	1.4E-1	3.9E+0
390	7.7E-4	7.9E+0	7.5E-1	4.3E-1	8.7E-4	1.4E-1	3.9E+0
400	7.8E-4	8.0E+0	7.7E-1	4.5E-1	8.8E-4	1.3E-1	3.9E+0
410	7.9E-4	8.1E+0	7.9E-1	4.6E-1	8.9E-4	1.3E-1	3.9E+0
420	8.0E-4	8.2E+0	8.2E-1	4.7E-1	9.0E-4	1.3E-1	3.9E+0
430	8.0E-4	8.3E+0	8.4E-1	4.9E-1	9.1E-4	1.3E-1	3.8E+0
440	8.1E-4	8.3E+0	8.7E-1	5.0E-1	9.2E-4	1.3E-1	3.8E+0
450	8.2E-4	8.4E+0	9.0E-1	5.2E-1	9.3E-4	1.3E-1	3.8E+0
460	8.3E-4	8.5E+0	9.3E-1	5.4E-1	9.4E-4	1.3E-1	3.8E+0
470	8.4E-4	8.6E+0	9.6E-1	5.5E-1	9.5E-4	1.3E-1	3.8E+0
480	8.5E-4	8.7E+0	9.9E-1	5.7E-1	9.6E-4	1.3E-1	3.8E+0
490	8.5E-4	8.8E+0	1.0E+0	5.9E-1	9.7E-4	1.3E-1	3.8E+0
500	8.6E-4	8.9E+0	1.0E+0	6.1E-1	9.8E-4	1.3E-1	3.7E+0
510	8.7E-4	9.0E+0	1.1E+0	6.2E-1	9.9E-4	1.3E-1	3.7E+0
520	8.8E-4	9.0E+0	1.1E+0	6.4E-1	1.0E-3	1.3E-1	3.7E+0
530	8.8E-4	9.1E+0	1.2E+0	6.6E-1	1.0E-3	1.3E-1	3.7E+0
540	8.9E-4	9.2E+0	1.2E+0	6.8E-1	1.0E-3	1.3E-1	3.7E+0
550	9.0E-4	9.3E+0	1.2E+0	7.1E-1	1.0E-3	1.3E-1	3.7E+0
560	9.1E-4	9.4E+0	1.3E+0	7.3E-1	1.0E-3	1.3E-1	3.7E+0
570	9.1E-4	9.4E+0	1.3E+0	7.5E-1	1.1E-3	1.3E-1	3.7E+0
580	9.2E-4	9.5E+0	1.3E+0	7.7E-1	1.1E-3	1.3E-1	3.7E+0
590	9.3E-4	9.6E+0	1.4E+0	8.0E-1	1.1E-3	1.3E-1	3.6E+0
600	9.4E-4	9.7E+0	1.4E+0	8.2E-1	1.1E-3	1.3E-1	3.6E+0
610	9.4E-4	9.7E+0	1.5E+0	8.5E-1	1.1E-3	1.3E-1	3.6E+0
620	9.5E-4	9.8E+0	1.5E+0	8.7E-1	1.1E-3	1.3E-1	3.6E+0
630	9.6E-4	9.9E+0	1.6E+0	9.0E-1	1.1E-3	1.3E-1	3.6E+0
640	9.6E-4	9.9E+0	1.6E+0	9.3E-1	1.1E-3	1.3E-1	3.6E+0
650	9.7E-4	1.0E+1	1.7E+0	9.6E-1	1.1E-3	1.3E-1	3.6E+0
660	9.8E-4	1.0E+1	1.7E+0	9.9E-1	1.1E-3	1.3E-1	3.6E+0
670	9.8E-4	1.0E+1	1.8E+0	1.0E+0	1.1E-3	1.3E-1	3.6E+0
680	9.9E-4	1.0E+1	1.8E+0	1.0E+0	1.2E-3	1.3E-1	3.5E+0
690	1.0E-3	1.0E+1	1.9E+0	1.1E+0	1.2E-3	1.3E-1	3.5E+0
700	1.0E-3	1.0E+1	1.9E+0	1.1E+0	1.2E-3	1.3E-1	3.5E+0
710	1.0E-3	1.0E+1	2.0E+0	1.1E+0	1.2E-3	1.3E-1	3.5E+0
720	1.0E-3	1.0E+1	2.1E+0	1.2E+0	1.2E-3	1.3E-1	3.5E+0
730	1.0E-3	1.1E+1	2.1E+0	1.2E+0	1.2E-3	1.3E-1	3.5E+0
740	1.0E-3	1.1E+1	2.2E+0	1.3E+0	1.2E-3	1.3E-1	3.5E+0
750	1.0E-3	1.1E+1	2.3E+0	1.3E+0	1.2E-3	1.3E-1	3.5E+0
760	1.0E-3	1.1E+1	2.3E+0	1.3E+0	1.2E-3	1.3E-1	3.5E+0
770	1.0E-3	1.1E+1	2.4E+0	1.4E+0	1.2E-3	1.3E-1	3.5E+0
780	1.0E-3	1.1E+1	2.5E+0	1.4E+0	1.2E-3	1.3E-1	3.5E+0
790	1.1E-3	1.1E+1	2.6E+0	1.5E+0	1.2E-3	1.2E-1	3.5E+0
800	1.1E-3	1.1E+1	2.7E+0	1.5E+0	1.2E-3	1.2E-1	3.4E+0
810	1.1E-3	1.1E+1	2.7E+0	1.5E+0	1.2E-3	1.2E-1	3.4E+0
820	1.1E-3	1.1E+1	2.8E+0	1.6E+0	1.3E-3	1.2E-1	3.4E+0
830	1.1E-3	1.1E+1	2.9E+0	1.6E+0	1.3E-3	1.2E-1	3.4E+0
840	1.1E-3	1.1E+1	3.0E+0	1.7E+0	1.3E-3	1.2E-1	3.4E+0
850	1.1E-3	1.1E+1	3.1E+0	1.7E+0	1.3E-3	1.2E-1	3.4E+0
860	1.1E-3	1.1E+1	3.2E+0	1.8E+0	1.3E-3	1.2E-1	3.4E+0
870	1.1E-3	1.1E+1	3.3E+0	1.8E+0	1.3E-3	1.2E-1	3.4E+0
880	1.1E-3	1.1E+1	3.4E+0	1.9E+0	1.3E-3	1.2E-1	3.4E+0
890	1.1E-3	1.1E+1	3.5E+0	2.0E+0	1.3E-3	1.2E-1	3.4E+0
900	1.1E-3	1.1E+1	3.6E+0	2.0E+0	1.3E-3	1.2E-1	3.4E+0
910	1.1E-3	1.1E+1	3.7E+0	2.1E+0	1.3E-3	1.2E-1	3.4E+0
920	1.1E-3	1.2E+1	3.9E+0	2.1E+0	1.3E-3	1.2E-1	3.4E+0
930	1.1E-3	1.2E+1	4.0E+0	2.2E+0	1.3E-3	1.2E-1	3.3E+0
940	1.1E-3	1.2E+1	4.1E+0	2.3E+0	1.3E-3	1.2E-1	3.3E+0
950	1.1E-3	1.2E+1	4.2E+0	2.3E+0	1.3E-3	1.2E-1	3.3E+0
960	1.1E-3	1.2E+1	4.4E+0	2.4E+0	1.3E-3	1.2E-1	3.3E+0
970	1.1E-3	1.2E+1	4.5E+0	2.5E+0	1.3E-3	1.2E-1	3.3E+0
980	1.1E-3	1.2E+1	4.6E+0	2.6E+0	1.4E-3	1.2E-1	3.3E+0
990	1.1E-3	1.2E+1	4.8E+0	2.6E+0	1.4E-3	1.2E-1	3.3E+0
1000	1.1E-3	1.2E+1	4.9E+0	2.7E+0	1.4E-3	1.2E-1	3.3E+0
1010	1.2E-3	1.2E+1	5.1E+0	2.8E+0	1.4E-3	1.2E-1	3.3E+0
1020	1.2E-3	1.2E+1	5.2E+0	2.9E+0	1.4E-3	1.2E-1	3.3E+0
1030	1.2E-3	1.2E+1	5.4E+0	2.9E+0	1.4E-3	1.2E-1	3.3E+0
1040	1.2E-3	1.2E+1	5.6E+0	3.0E+0	1.4E-3	1.2E-1	3.3E+0
1050	1.2E-3	1.2E+1	5.8E+0	3.1E+0	1.4E-3	1.2E-1	3.3E+0
1060	1.2E-3	1.2E+1	5.9E+0	3.2E+0	1.4E-3	1.2E-1	3.3E+0
1070	1.2E-3	1.2E+1	6.1E+0	3.3E+0	1.4E-3	1.2E-1	3.3E+0
1080	1.2E-3	1.2E+1	6.3E+0	3.4E+0	1.4E-3	1.2E-1	3.3E+0
1090	1.2E-3	1.2E+1	6.5E+0	3.5E+0	1.4E-3	1.2E-1	3.2E+0
1095	1.2E-3	1.2E+1	6.6E+0	3.5E+0	1.4E-3	1.2E-1	3.2E+0
1100	1.2E-3	1.2E+1	6.7E+0	3.6E+0	1.4E-3	1.2E-1	3.2E+0
1200	1.2E-3	1.3E+1	9.1E+0	4.7E+0	1.4E-3	1.2E-1	3.2E+0
1300	1.2E-3	1.3E+1	1.2E+1	6.2E+0	1.5E-3	1.2E-1	3.1E+0
1400	1.3E-3	1.3E+1	1.7E+1	7.9E+0	1.5E-3	1.2E-1	3.1E+0
1500	1.3E-3	1.3E+1	2.3E+1	1.0E+1	1.5E-3	1.1E-1	3.0E+0
1600	1.3E-3	1.3E+1	3.1E+1	1.2E+1	1.6E-3	1.1E-1	3.0E+0
1700	1.3E-3	1.4E+1	4.2E+1	1.5E+1	1.6E-3	1.1E-1	3.0E+0
1800	1.3E-3	1.4E+1	5.7E+1	1.8E+1	1.6E-3	1.1E-1	2.9E+0
1900	1.4E-3	1.4E+1	7.8E+1	2.0E+1	1.6E-3	1.1E-1	2.9E+0
2000	1.4E-3	1.4E+1	1.0E+2	2.2E+1	1.6E-3	1.1E-1	2.9E+0
2100	1.4E-3	1.4E+1	1.4E+2	2.4E+1	1.7E-3	1.1E-1	2.9E+0
2200	1.4E-3	1.4E+1	1.9E+2	2.6E+1	1.7E-3	1.1E-1	2.8E+0
2300	1.4E-3	1.5E+1	2.5E+2	2.7E+1	1.7E-3	1.1E-1	2.8E+0
2400	1.4E-3	1.5E+1	3.2E+2	2.8E+1	1.7E-3	1.1E-1	2.8E+0
2500	1.4E-3	1.5E+1	4.2E+2	2.9E+1	1.7E-3	1.1E-1	2.8E+0
2600	1.5E-3	1.5E+1	5.4E+2	2.9E+1	1.8E-3	1.1E-1	2.7E+0
2700	1.5E-3	1.5E+1	6.8E+2	2.9E+1	1.8E-3	1.1E-1	2.7E+0
2800	1.5E-3	1.5E+1	8.4E+2	2.9E+1	1.8E-3	1.1E-1	2.7E+0
2900	1.5E-3	1.5E+1	1.0E+3	2.9E+1	1.8E-3	1.0E-1	2.7E+0
3000	1.5E-3	1.6E+1	1.2E+3	2.9E+1	1.8E-3	1.0E-1	2.7E+0
3100	1.5E-3	1.6E+1	1.4E+3	2.9E+1	1.8E-3	1.0E-1	2.7E+0
3200	1.5E-3	1.6E+1	1.6E+3	2.9E+1	1.9E-3	1.0E-1	2.6E+0
3300	1.6E-3	1.6E+1	1.7E+3	2.9E+1	1.9E-3	1.0E-1	2.6E+0
3400	1.6E-3	1.6E+1	1.9E+3	2.8E+1	1.9E-3	1.0E-1	2.6E+0
3500	1.6E-3	1.6E+1	2.0E+3	2.8E+1	1.9E-3	1.0E-1	2.6E+0
3600	1.6E-3	1.7E+1	2.2E+3	2.8E+1	1.9E-3	1.0E-1	2.6E+0
3650	1.6E-3	1.7E+1	2.2E+3	2.8E+1	2.0E-3	1.0E-1	2.6E+0
4000	1.7E-3	1.7E+1	2.5E+3	2.7E+1	2.0E-3	1.0E-1	2.6E+0
5000	1.8E-3	1.9E+1	2.9E+3	2.5E+1	2.2E-3	9.9E-2	2.5E+0
6000	2.0E-3	2.1E+1	3.2E+3	2.3E+1	2.5E-3	9.9E-2	2.6E+0
7000	2.2E-3	2.3E+1	3.5E+3	2.2E+1	2.7E-3	9.9E-2	2.6E+0
8000	2.5E-3	2.5E+1	3.8E+3	2.1E+1	3.0E-3	1.0E-1	2.7E+0
9000	2.7E-3	2.8E+1	4.2E+3	2.0E+1	3.3E-3	1.0E-1	2.8E+0
10000	3.0E-3	3.1E+1	4.7E+3	1.9E+1	3.7E-3	1.0E-1	3.0E+0
11000	3.3E-3	3.4E+1	5.1E+3	1.9E+1	4.1E-3	1.1E-1	3.2E+0
12000	3.6E-3	3.8E+1	5.7E+3	1.8E+1	4.5E-3	1.1E-1	3.4E+0
13000	4.0E-3	4.2E+1	6.3E+3	1.8E+1	5.0E-3	1.1E-1	3.6E+0
14000	4.4E-3	4.6E+1	6.9E+3	1.8E+1	5.5E-3	1.2E-1	3.8E+0
15000	4.8E-3	5.1E+1	7.6E+3	1.8E+1	6.1E-3	1.2E-1	4.1E+0
16000	5.3E-3	5.6E+1	8.4E+3	1.8E+1	6.7E-3	1.3E-1	4.5E+0
17000	5.9E-3	6.1E+1	9.3E+3	1.8E+1	7.4E-3	1.3E-1	4.8E+0
18000	6.4E-3	6.8E+1	1.0E+4	1.8E+1	8.2E-3	1.4E-1	5.2E+0
18250	6.6E-3	6.9E+1	1.0E+4	1.8E+1	8.4E-3	1.4E-1	5.3E+0
Radionuclide	U-235
Route of Intake	Inhalation
Material	Aerosols Intermediate Type F/M: Uranyl nitrate, uranium peroxide hydrate, ammonium diuranate, uranium trioxide, fA=1.6E-2
AMTD/AMAD, µm	0.001

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract*	Lungs*	Skeleton*	Liver*
0.041667	1.3E-6	-	-	3.8E-6	8.2E-6	1.7E-3	2.7E-3
0.083333	1.3E-6	-	-	3.3E-6	9.7E-6	8.8E-4	2.3E-3
0.125	1.3E-6	-	-	3.0E-6	1.1E-5	6.0E-4	2.0E-3
0.25	1.3E-6	-	-	2.5E-6	1.4E-5	3.2E-4	1.7E-3
0.375	1.4E-6	-	-	2.3E-6	1.7E-5	2.3E-4	1.4E-3
0.5	1.4E-6	-	-	2.1E-6	1.9E-5	1.9E-4	1.3E-3
0.625	1.5E-6	-	-	2.1E-6	2.1E-5	1.6E-4	1.2E-3
0.75	1.6E-6	-	-	2.0E-6	2.4E-5	1.4E-4	1.2E-3
0.875	1.6E-6	-	-	2.1E-6	2.6E-5	1.3E-4	1.1E-3
1	1.7E-6	3.0E-5	1.2E-5	2.1E-6	2.9E-5	1.2E-4	1.1E-3
1.125	1.8E-6	-	-	2.2E-6	3.2E-5	1.2E-4	1.0E-3
1.25	2.0E-6	-	-	2.3E-6	3.5E-5	1.1E-4	1.0E-3
1.375	2.1E-6	-	-	2.5E-6	3.9E-5	1.1E-4	1.0E-3
1.5	2.3E-6	-	-	2.7E-6	4.2E-5	1.1E-4	9.9E-4
1.625	2.5E-6	-	-	3.0E-6	4.6E-5	1.1E-4	9.9E-4
1.75	2.7E-6	-	-	3.2E-6	4.9E-5	1.0E-4	9.8E-4
1.875	3.0E-6	-	-	3.6E-6	5.3E-5	1.0E-4	9.8E-4
2	3.4E-6	8.3E-5	3.9E-6	4.0E-6	5.7E-5	1.0E-4	9.8E-4
2.25	4.1E-6	-	-	5.1E-6	6.5E-5	1.0E-4	9.8E-4
2.5	5.2E-6	-	-	6.5E-6	7.3E-5	1.0E-4	9.9E-4
2.75	6.4E-6	-	-	8.5E-6	8.1E-5	1.0E-4	1.0E-3
3	8.0E-6	2.2E-4	6.0E-6	1.1E-5	8.9E-5	1.0E-4	1.0E-3
3.25	1.0E-5	-	-	1.5E-5	9.8E-5	1.0E-4	1.0E-3
3.5	1.2E-5	-	-	2.0E-5	1.1E-4	1.0E-4	1.0E-3
3.75	1.5E-5	-	-	2.8E-5	1.1E-4	1.0E-4	1.1E-3
4	1.7E-5	4.4E-4	1.6E-5	3.8E-5	1.2E-4	1.0E-4	1.1E-3
4.25	2.0E-5	-	-	5.1E-5	1.3E-4	1.0E-4	1.1E-3
4.5	2.3E-5	-	-	6.9E-5	1.4E-4	1.0E-4	1.1E-3
4.75	2.5E-5	-	-	9.2E-5	1.5E-4	1.0E-4	1.1E-3
5	2.7E-5	6.5E-4	5.1E-5	1.2E-4	1.5E-4	1.1E-4	1.2E-3
5.5	3.1E-5	-	-	2.0E-4	1.7E-4	1.1E-4	1.2E-3
6	3.4E-5	8.1E-4	1.7E-4	3.0E-4	1.9E-4	1.1E-4	1.3E-3
6.5	3.6E-5	-	-	4.0E-4	2.1E-4	1.1E-4	1.3E-3
7	3.8E-5	9.3E-4	4.6E-4	5.1E-4	2.3E-4	1.1E-4	1.4E-3
7.5	4.0E-5	-	-	6.0E-4	2.5E-4	1.1E-4	1.4E-3
8	4.1E-5	1.0E-3	8.5E-4	6.9E-4	2.7E-4	1.2E-4	1.5E-3
8.5	4.3E-5	-	-	7.7E-4	3.0E-4	1.2E-4	1.5E-3
9	4.4E-5	1.1E-3	1.2E-3	8.6E-4	3.3E-4	1.2E-4	1.6E-3
9.5	4.6E-5	-	-	9.5E-4	3.5E-4	1.2E-4	1.6E-3
10	4.8E-5	1.3E-3	1.6E-3	1.1E-3	3.8E-4	1.2E-4	1.7E-3
11	5.1E-5	1.4E-3	1.9E-3	1.3E-3	4.5E-4	1.3E-4	1.8E-3
12	5.3E-5	1.5E-3	2.4E-3	1.5E-3	5.2E-4	1.3E-4	2.0E-3
13	5.6E-5	1.6E-3	3.0E-3	1.8E-3	6.0E-4	1.3E-4	2.1E-3
14	5.9E-5	1.8E-3	3.6E-3	2.2E-3	6.9E-4	1.3E-4	2.2E-3
15	6.2E-5	1.9E-3	4.5E-3	2.6E-3	7.8E-4	1.4E-4	2.4E-3
16	6.5E-5	2.1E-3	5.5E-3	3.1E-3	8.8E-4	1.4E-4	2.5E-3
17	6.7E-5	2.2E-3	6.8E-3	3.6E-3	9.7E-4	1.4E-4	2.7E-3
18	7.0E-5	2.4E-3	8.3E-3	4.2E-3	1.1E-3	1.4E-4	2.9E-3
19	7.2E-5	2.6E-3	1.0E-2	4.9E-3	1.2E-3	1.4E-4	3.1E-3
20	7.4E-5	2.8E-3	1.3E-2	5.7E-3	1.3E-3	1.5E-4	3.2E-3
21	7.7E-5	2.9E-3	1.5E-2	6.4E-3	1.3E-3	1.5E-4	3.4E-3
22	7.9E-5	3.2E-3	1.9E-2	7.3E-3	1.4E-3	1.5E-4	3.6E-3
23	8.1E-5	3.4E-3	2.3E-2	8.2E-3	1.5E-3	1.5E-4	3.8E-3
24	8.3E-5	3.6E-3	2.8E-2	9.1E-3	1.6E-3	1.5E-4	4.0E-3
25	8.5E-5	3.8E-3	3.4E-2	1.0E-2	1.7E-3	1.5E-4	4.2E-3
26	8.7E-5	4.1E-3	4.2E-2	1.1E-2	1.7E-3	1.6E-4	4.4E-3
27	8.9E-5	4.3E-3	5.1E-2	1.2E-2	1.8E-3	1.6E-4	4.6E-3
28	9.1E-5	4.6E-3	6.2E-2	1.3E-2	1.8E-3	1.6E-4	4.8E-3
29	9.3E-5	4.8E-3	7.4E-2	1.4E-2	1.9E-3	1.6E-4	5.0E-3
30	9.5E-5	5.1E-3	8.9E-2	1.5E-2	1.9E-3	1.6E-4	5.2E-3
31	9.7E-5	5.4E-3	1.1E-1	1.6E-2	2.0E-3	1.6E-4	5.4E-3
32	9.9E-5	5.7E-3	1.3E-1	1.6E-2	2.0E-3	1.6E-4	5.6E-3
33	1.0E-4	5.9E-3	1.5E-1	1.7E-2	2.1E-3	1.6E-4	5.7E-3
34	1.0E-4	6.2E-3	1.8E-1	1.8E-2	2.1E-3	1.6E-4	5.9E-3
35	1.0E-4	6.5E-3	2.1E-1	1.9E-2	2.1E-3	1.7E-4	6.1E-3
36	1.1E-4	6.8E-3	2.4E-1	2.0E-2	2.2E-3	1.7E-4	6.3E-3
37	1.1E-4	7.2E-3	2.7E-1	2.0E-2	2.2E-3	1.7E-4	6.4E-3
38	1.1E-4	7.5E-3	3.1E-1	2.1E-2	2.2E-3	1.7E-4	6.6E-3
39	1.1E-4	7.8E-3	3.5E-1	2.2E-2	2.3E-3	1.7E-4	6.8E-3
40	1.1E-4	8.1E-3	3.9E-1	2.3E-2	2.3E-3	1.7E-4	6.9E-3
41	1.1E-4	8.4E-3	4.4E-1	2.3E-2	2.3E-3	1.7E-4	7.0E-3
42	1.1E-4	8.8E-3	4.8E-1	2.4E-2	2.4E-3	1.7E-4	7.2E-3
43	1.2E-4	9.1E-3	5.2E-1	2.5E-2	2.4E-3	1.7E-4	7.3E-3
44	1.2E-4	9.4E-3	5.6E-1	2.5E-2	2.4E-3	1.8E-4	7.4E-3
45	1.2E-4	9.8E-3	6.0E-1	2.6E-2	2.5E-3	1.8E-4	7.5E-3
46	1.2E-4	1.0E-2	6.4E-1	2.7E-2	2.5E-3	1.8E-4	7.6E-3
47	1.2E-4	1.0E-2	6.8E-1	2.8E-2	2.5E-3	1.8E-4	7.7E-3
48	1.2E-4	1.1E-2	7.1E-1	2.8E-2	2.6E-3	1.8E-4	7.8E-3
49	1.2E-4	1.1E-2	7.4E-1	2.9E-2	2.6E-3	1.8E-4	7.9E-3
50	1.3E-4	1.2E-2	7.7E-1	3.0E-2	2.6E-3	1.8E-4	8.0E-3
51	1.3E-4	1.2E-2	8.0E-1	3.1E-2	2.7E-3	1.8E-4	8.1E-3
52	1.3E-4	1.2E-2	8.3E-1	3.1E-2	2.7E-3	1.8E-4	8.2E-3
53	1.3E-4	1.3E-2	8.6E-1	3.2E-2	2.7E-3	1.8E-4	8.3E-3
54	1.3E-4	1.3E-2	8.8E-1	3.3E-2	2.8E-3	1.9E-4	8.3E-3
55	1.3E-4	1.3E-2	9.0E-1	3.4E-2	2.8E-3	1.9E-4	8.4E-3
56	1.3E-4	1.4E-2	9.3E-1	3.4E-2	2.8E-3	1.9E-4	8.5E-3
57	1.4E-4	1.4E-2	9.5E-1	3.5E-2	2.9E-3	1.9E-4	8.5E-3
58	1.4E-4	1.4E-2	9.7E-1	3.6E-2	2.9E-3	1.9E-4	8.6E-3
59	1.4E-4	1.5E-2	9.9E-1	3.7E-2	2.9E-3	1.9E-4	8.6E-3
60	1.4E-4	1.5E-2	1.0E+0	3.8E-2	3.0E-3	1.9E-4	8.7E-3
61	1.4E-4	1.6E-2	1.0E+0	3.8E-2	3.0E-3	1.9E-4	8.7E-3
62	1.4E-4	1.6E-2	1.1E+0	3.9E-2	3.0E-3	1.9E-4	8.8E-3
63	1.4E-4	1.6E-2	1.1E+0	4.0E-2	3.1E-3	1.9E-4	8.8E-3
64	1.4E-4	1.7E-2	1.1E+0	4.1E-2	3.1E-3	2.0E-4	8.8E-3
65	1.5E-4	1.7E-2	1.1E+0	4.2E-2	3.1E-3	2.0E-4	8.9E-3
66	1.5E-4	1.8E-2	1.1E+0	4.3E-2	3.2E-3	2.0E-4	8.9E-3
67	1.5E-4	1.8E-2	1.1E+0	4.4E-2	3.2E-3	2.0E-4	8.9E-3
