radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,21.0,0.00027,1.8,0.11,0.054,0.0004,0.0029,0.0015
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,22.0,0.00027,1.9,0.12,0.057,0.0004,0.0028,0.0014
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,23.0,0.00027,1.9,0.13,0.06,0.00041,0.0028,0.0014
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,24.0,0.00027,1.9,0.14,0.063,0.00041,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,25.0,0.00027,2.0,0.15,0.065,0.00041,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,26.0,0.00027,2.0,0.15,0.067,0.00042,0.0027,0.0014
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,27.0,0.00027,2.0,0.16,0.069,0.00042,0.0026,0.0014
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,28.0,0.00027,2.0,0.17,0.071,0.00042,0.0026,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,29.0,0.00027,2.1,0.17,0.073,0.00042,0.0026,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,30.0,0.00027,2.1,0.18,0.075,0.00043,0.0026,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,31.0,0.00027,2.1,0.18,0.076,0.00043,0.0025,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,32.0,0.00027,2.1,0.19,0.077,0.00043,0.0025,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,33.0,0.00027,2.1,0.19,0.078,0.00044,0.0025,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,34.0,0.00027,2.1,0.19,0.079,0.00044,0.0024,0.0013
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,35.0,0.00027,2.2,0.2,0.081,0.00044,0.0024,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,36.0,0.00027,2.2,0.2,0.081,0.00045,0.0024,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,37.0,0.00027,2.2,0.2,0.082,0.00045,0.0024,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,38.0,0.00027,2.2,0.2,0.083,0.00045,0.0024,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,39.0,0.00027,2.2,0.21,0.084,0.00045,0.0023,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,40.0,0.00027,2.2,0.21,0.085,0.00046,0.0023,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,41.0,0.00027,2.2,0.21,0.085,0.00046,0.0023,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,42.0,0.00027,2.3,0.21,0.086,0.00046,0.0023,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,43.0,0.00027,2.3,0.22,0.087,0.00047,0.0023,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,44.0,0.00028,2.3,0.22,0.087,0.00047,0.0022,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,45.0,0.00028,2.3,0.22,0.088,0.00047,0.0022,0.0012
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,46.0,0.00028,2.3,0.22,0.089,0.00048,0.0022,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,47.0,0.00028,2.3,0.22,0.089,0.00048,0.0022,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,48.0,0.00028,2.3,0.23,0.09,0.00048,0.0022,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,49.0,0.00028,2.3,0.23,0.09,0.00049,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,50.0,0.00028,2.3,0.23,0.091,0.00049,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,51.0,0.00028,2.3,0.23,0.091,0.00049,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,52.0,0.00028,2.4,0.23,0.092,0.0005,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,53.0,0.00028,2.4,0.24,0.092,0.0005,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,54.0,0.00028,2.4,0.24,0.093,0.0005,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,55.0,0.00028,2.4,0.24,0.094,0.00051,0.0021,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,56.0,0.00028,2.4,0.24,0.094,0.00051,0.002,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,57.0,0.00028,2.4,0.24,0.095,0.00051,0.002,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,58.0,0.00028,2.4,0.25,0.095,0.00052,0.002,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,59.0,0.00028,2.4,0.25,0.096,0.00052,0.002,0.0011
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,60.0,0.00028,2.4,0.25,0.096,0.00053,0.002,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,61.0,0.00028,2.4,0.25,0.097,0.00053,0.002,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,62.0,0.00028,2.4,0.25,0.097,0.00053,0.002,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,63.0,0.00028,2.4,0.26,0.098,0.00054,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,64.0,0.00028,2.5,0.26,0.098,0.00054,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,65.0,0.00028,2.5,0.26,0.099,0.00054,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,66.0,0.00028,2.5,0.26,0.099,0.00055,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,67.0,0.00028,2.5,0.26,0.1,0.00055,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,68.0,0.00028,2.5,0.27,0.1,0.00056,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,69.0,0.00028,2.5,0.27,0.1,0.00056,0.0019,0.001
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,70.0,0.00028,2.5,0.27,0.1,0.00056,0.0019,0.00099
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,71.0,0.00028,2.5,0.27,0.1,0.00057,0.0019,0.00099
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,72.0,0.00029,2.5,0.28,0.1,0.00057,0.0018,0.00098
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,73.0,0.00029,2.5,0.28,0.1,0.00057,0.0018,0.00098
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,74.0,0.00029,2.5,0.28,0.1,0.00058,0.0018,0.00097
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,75.0,0.00029,2.5,0.28,0.1,0.00058,0.0018,0.00097
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,76.0,0.00029,2.6,0.28,0.1,0.00059,0.0018,0.00096
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,77.0,0.00029,2.6,0.29,0.1,0.00059,0.0018,0.00096
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,78.0,0.00029,2.6,0.29,0.11,0.00059,0.0018,0.00096
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,79.0,0.00029,2.6,0.29,0.11,0.0006,0.0018,0.00095
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,80.0,0.00029,2.6,0.29,0.11,0.0006,0.0018,0.00095
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,81.0,0.00029,2.6,0.3,0.11,0.00061,0.0018,0.00094
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,82.0,0.00029,2.6,0.3,0.11,0.00061,0.0017,0.00094
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,83.0,0.00029,2.6,0.3,0.11,0.00061,0.0017,0.00094
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,84.0,0.00029,2.6,0.3,0.11,0.00062,0.0017,0.00093
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,85.0,0.00029,2.6,0.31,0.11,0.00062,0.0017,0.00093
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,86.0,0.00029,2.6,0.31,0.11,0.00063,0.0017,0.00092
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,87.0,0.00029,2.6,0.31,0.11,0.00063,0.0017,0.00092
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,88.0,0.00029,2.7,0.31,0.11,0.00064,0.0017,0.00092
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,89.0,0.00029,2.7,0.32,0.11,0.00064,0.0017,0.00091
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,90.0,0.00029,2.7,0.32,0.11,0.00064,0.0017,0.00091
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,91.0,0.00029,2.7,0.32,0.11,0.00065,0.0017,0.00091
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,92.0,0.00029,2.7,0.32,0.11,0.00065,0.0017,0.0009
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,93.0,0.00029,2.7,0.33,0.11,0.00066,0.0017,0.0009
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,94.0,0.00029,2.7,0.33,0.11,0.00066,0.0016,0.0009
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,95.0,0.00029,2.7,0.33,0.11,0.00067,0.0016,0.00089
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,96.0,0.00029,2.7,0.33,0.11,0.00067,0.0016,0.00089
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,97.0,0.00029,2.7,0.34,0.11,0.00068,0.0016,0.00089
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,98.0,0.00029,2.7,0.34,0.11,0.00068,0.0016,0.00088
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,99.0,0.00029,2.7,0.34,0.12,0.00069,0.0016,0.00088
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,100.0,0.00029,2.8,0.34,0.12,0.00069,0.0016,0.00088
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,110.0,0.0003,2.8,0.37,0.12,0.00074,0.0015,0.00085
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,120.0,0.0003,2.9,0.4,0.13,0.00079,0.0015,0.00083
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,130.0,0.0003,3.0,0.43,0.13,0.00084,0.0014,0.0008
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,140.0,0.0003,3.1,0.47,0.13,0.0009,0.0014,0.00079
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,150.0,0.00031,3.2,0.51,0.14,0.00096,0.0014,0.00077
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,160.0,0.00031,3.3,0.55,0.14,0.001,0.0013,0.00076
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,170.0,0.00031,3.4,0.59,0.15,0.0011,0.0013,0.00074
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,180.0,0.00031,3.5,0.63,0.15,0.0012,0.0013,0.00073
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,190.0,0.00031,3.6,0.68,0.16,0.0013,0.0012,0.00072
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,200.0,0.00032,3.6,0.74,0.16,0.0013,0.0012,0.00071
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,210.0,0.00032,3.7,0.79,0.17,0.0014,0.0012,0.00071
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,220.0,0.00032,3.8,0.86,0.17,0.0015,0.0012,0.0007
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,230.0,0.00032,3.9,0.92,0.17,0.0016,0.0011,0.00069
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,240.0,0.00032,4.0,0.99,0.18,0.0017,0.0011,0.00069
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,250.0,0.00032,4.1,1.1,0.18,0.0018,0.0011,0.00068
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,260.0,0.00032,4.2,1.1,0.18,0.002,0.0011,0.00068
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,270.0,0.00032,4.2,1.2,0.19,0.0021,0.0011,0.00068
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,280.0,0.00033,4.3,1.3,0.19,0.0022,0.0011,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,290.0,0.00033,4.4,1.4,0.19,0.0024,0.001,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,300.0,0.00033,4.5,1.5,0.19,0.0025,0.001,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,310.0,0.00033,4.6,1.6,0.2,0.0027,0.001,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,320.0,0.00033,4.6,1.8,0.2,0.0029,0.001,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,330.0,0.00033,4.7,1.9,0.2,0.003,0.001,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,340.0,0.00033,4.8,2.0,0.2,0.0032,0.001,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,350.0,0.00033,4.9,2.2,0.21,0.0034,0.00099,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,360.0,0.00033,4.9,2.3,0.21,0.0037,0.00098,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,365.0,0.00033,5.0,2.4,0.21,0.0038,0.00097,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,370.0,0.00033,5.0,2.5,0.21,0.0039,0.00097,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,380.0,0.00033,5.1,2.6,0.21,0.0041,0.00096,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,390.0,0.00033,5.1,2.8,0.21,0.0044,0.00096,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,400.0,0.00034,5.2,3.0,0.21,0.0046,0.00095,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,410.0,0.00034,5.3,3.2,0.22,0.0049,0.00094,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,420.0,0.00034,5.3,3.4,0.22,0.0052,0.00094,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,430.0,0.00034,5.4,3.6,0.22,0.0055,0.00093,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,440.0,0.00034,5.5,3.8,0.22,0.0059,0.00092,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,450.0,0.00034,5.5,4.1,0.22,0.0062,0.00092,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,460.0,0.00034,5.6,4.3,0.22,0.0066,0.00091,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,470.0,0.00034,5.7,4.6,0.22,0.007,0.00091,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,480.0,0.00034,5.7,4.8,0.22,0.0074,0.0009,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,490.0,0.00034,5.8,5.1,0.22,0.0078,0.0009,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,500.0,0.00034,5.8,5.4,0.22,0.0082,0.00089,0.00066
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,510.0,0.00034,5.9,5.6,0.22,0.0087,0.00089,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,520.0,0.00034,5.9,5.9,0.22,0.0092,0.00089,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,530.0,0.00034,6.0,6.2,0.22,0.0097,0.00088,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,540.0,0.00034,6.0,6.5,0.22,0.01,0.00088,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,550.0,0.00034,6.1,6.9,0.22,0.011,0.00087,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,560.0,0.00034,6.2,7.2,0.23,0.011,0.00087,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,570.0,0.00034,6.2,7.5,0.23,0.012,0.00087,0.00067
Pu-239,Inhalation,"Aerosols Type M, Plutonium citrate, plutonium tri-butyl-phosphate, plutonium chloride, fA=1E-4",1E-4,10.0,580.0,0.00034,6.3,7.8,0.23,0.013,0.00086,0.00068
