radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,760.0,0.00027,6.0,15.0,0.18,,0.00061,0.00056
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,770.0,0.00027,6.0,15.0,0.17,,0.00061,0.00056
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,780.0,0.00027,6.0,15.0,0.17,,0.00061,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,790.0,0.00027,6.1,15.0,0.17,,0.00061,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,800.0,0.00027,6.1,15.0,0.17,,0.00061,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,810.0,0.00027,6.1,15.0,0.17,,0.00061,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,820.0,0.00027,6.2,15.0,0.17,,0.0006,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,830.0,0.00027,6.2,15.0,0.17,,0.0006,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,840.0,0.00027,6.2,15.0,0.17,,0.0006,0.00057
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,850.0,0.00027,6.3,15.0,0.17,,0.0006,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,860.0,0.00027,6.3,15.0,0.17,,0.0006,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,870.0,0.00027,6.3,16.0,0.17,,0.0006,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,880.0,0.00027,6.4,16.0,0.17,,0.0006,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,890.0,0.00027,6.4,16.0,0.17,,0.0006,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,900.0,0.00027,6.4,16.0,0.17,,0.0006,0.00058
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,910.0,0.00027,6.5,16.0,0.17,,0.0006,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,920.0,0.00027,6.5,16.0,0.17,,0.0006,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,930.0,0.00027,6.5,16.0,0.17,,0.00059,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,940.0,0.00027,6.6,16.0,0.17,,0.00059,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,950.0,0.00027,6.6,16.0,0.17,,0.00059,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,960.0,0.00027,6.6,16.0,0.17,,0.00059,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,970.0,0.00028,6.6,16.0,0.17,,0.00059,0.00059
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,980.0,0.00028,6.7,16.0,0.17,,0.00059,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,990.0,0.00028,6.7,16.0,0.17,,0.00059,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1000.0,0.00028,6.7,17.0,0.17,,0.00059,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1010.0,0.00028,6.8,17.0,0.17,,0.00059,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1020.0,0.00028,6.8,17.0,0.17,,0.00059,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1030.0,0.00028,6.8,17.0,0.17,,0.00059,0.0006
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1040.0,0.00028,6.9,17.0,0.17,,0.00059,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1050.0,0.00028,6.9,17.0,0.17,,0.00059,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1060.0,0.00028,6.9,17.0,0.17,,0.00059,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1070.0,0.00028,7.0,17.0,0.17,,0.00059,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1080.0,0.00028,7.0,17.0,0.17,,0.00059,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1090.0,0.00028,7.0,17.0,0.17,,0.00058,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1095.0,0.00028,7.0,17.0,0.17,,0.00058,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1100.0,0.00028,7.1,17.0,0.17,,0.00058,0.00061
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1200.0,0.00028,7.4,18.0,0.17,,0.00058,0.00063
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1300.0,0.00028,7.7,19.0,0.17,,0.00058,0.00064
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1400.0,0.00028,8.0,20.0,0.17,,0.00057,0.00065
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1500.0,0.00028,8.3,20.0,0.17,,0.00057,0.00066
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1600.0,0.00028,8.6,21.0,0.17,,0.00057,0.00067
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1700.0,0.00029,8.9,22.0,0.17,,0.00057,0.00068
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1800.0,0.00029,9.2,23.0,0.17,,0.00057,0.00069
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,1900.0,0.00029,9.5,23.0,0.17,,0.00057,0.0007
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2000.0,0.00029,9.8,24.0,0.17,,0.00057,0.0007
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2100.0,0.00029,10.0,,0.17,,0.00057,0.00071
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2200.0,0.00029,10.0,,0.17,,0.00057,0.00072
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2300.0,0.00029,11.0,,0.17,,0.00057,0.00072
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2400.0,0.00029,11.0,,0.17,,0.00057,0.00073
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2500.0,0.0003,11.0,,0.17,,0.00057,0.00073
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2600.0,0.0003,11.0,,0.17,,0.00057,0.00074
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2700.0,0.0003,12.0,,0.17,,0.00057,0.00074
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2800.0,0.0003,12.0,,0.17,,0.00057,0.00075
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,2900.0,0.0003,12.0,,0.18,,0.00058,0.00075
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3000.0,0.0003,12.0,,0.18,,0.00058,0.00075
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3100.0,0.0003,13.0,,0.18,,0.00058,0.00076
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3200.0,0.0003,13.0,,0.18,,0.00058,0.00076
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3300.0,0.0003,13.0,,0.18,,0.00058,0.00076
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3400.0,0.0003,13.0,,0.18,,0.00058,0.00077
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3500.0,0.00031,13.0,,0.18,,0.00059,0.00077
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3600.0,0.00031,14.0,,0.18,,0.00059,0.00077
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,3650.0,0.00031,14.0,,0.18,,0.00059,0.00077
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,4000.0,0.00031,14.0,,0.18,,0.0006,0.00078
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,5000.0,0.00032,16.0,,0.18,,0.00062,0.0008
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,6000.0,0.00033,17.0,,0.18,,0.00063,0.00083
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,7000.0,0.00034,18.0,,0.19,,0.00065,0.00085
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,8000.0,0.00035,20.0,,0.19,,0.00067,0.00088
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,9000.0,0.00035,21.0,,0.2,,0.00068,0.0009
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,10000.0,0.00036,21.0,,0.2,,0.00069,0.00093
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,11000.0,0.00037,22.0,,0.21,,0.00071,0.00096
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,12000.0,0.00038,23.0,,0.21,,0.00072,0.00099
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,13000.0,0.00039,24.0,,0.22,,0.00073,0.001
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,14000.0,0.0004,,,0.23,,0.00074,0.001
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,15000.0,0.00041,,,0.23,,0.00076,0.0011
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,16000.0,0.00042,,,0.24,,0.00077,0.0011
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,17000.0,0.00043,,,0.25,,0.00079,0.0011
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,18000.0,0.00044,,,0.26,,0.0008,0.0012
Pu-239,Ingestion,"Insoluble forms: oxides, fA=1E-5",1E-5,,18250.0,0.00044,,,0.26,,0.0008,0.0012
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.041667,1.2e-07,,,1.2e-07,,0.063,0.044
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.083333,1.2e-07,,,1.2e-07,,0.021,0.014
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.125,1.2e-07,,,1.2e-07,,0.012,0.0079
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.25,1.2e-07,,,1.2e-07,,0.0055,0.0034
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.375,1.2e-07,,,1.2e-07,,0.0039,0.0023
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.5,1.3e-07,,,1.3e-07,,0.0031,0.0018
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.625,1.3e-07,,,1.3e-07,,0.0026,0.0015
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.75,1.4e-07,,,1.4e-07,,0.0023,0.0013
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,0.875,1.4e-07,,,1.4e-07,,0.0021,0.0011
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.0,1.5e-07,0.041,5.6e-07,1.5e-07,,0.002,0.001
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.125,1.7e-07,,,1.7e-07,,0.0018,0.00097
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.25,1.8e-07,,,1.8e-07,,0.0017,0.0009
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.375,2e-07,,,2e-07,,0.0016,0.00085
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.5,2.3e-07,,,2.3e-07,,0.0016,0.00081
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.625,2.6e-07,,,2.6e-07,,0.0015,0.00078
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.75,2.9e-07,,,2.9e-07,,0.0014,0.00075
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,1.875,3.4e-07,,,3.4e-07,,0.0014,0.00072
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,2.0,3.9e-07,0.05,2.6e-07,3.9e-07,,0.0014,0.0007
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,2.25,5.2e-07,,,5.2e-07,,0.0013,0.00066
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,2.5,7.1e-07,,,7.1e-07,,0.0012,0.00064
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,2.75,9.9e-07,,,9.9e-07,,0.0012,0.00061
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,3.0,1.4e-06,0.094,5.4e-07,1.4e-06,,0.0012,0.0006
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,3.25,2e-06,,,2e-06,,0.0011,0.00058
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,3.5,2.8e-06,,,2.9e-06,,0.0011,0.00057
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,3.75,4.1e-06,,,4.1e-06,,0.0011,0.00056
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,4.0,5.9e-06,0.16,1.8e-06,6.1e-06,,0.0011,0.00055
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,4.25,8.6e-06,,,8.9e-06,,0.0011,0.00054
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,4.5,1.3e-05,,,1.3e-05,,0.0011,0.00053
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,4.75,1.8e-05,,,2e-05,,0.001,0.00053
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,5.0,2.6e-05,0.24,7.6e-06,2.9e-05,,0.001,0.00052
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,5.5,5.3e-05,,,6.6e-05,,0.001,0.00051
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,6.0,9.5e-05,0.33,3.6e-05,0.00015,,0.001,0.0005
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,6.5,0.00015,,,0.00035,,0.00099,0.0005
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,7.0,0.00019,0.41,0.00019,0.00082,,0.00098,0.00049
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,7.5,0.00022,,,0.0019,,0.00097,0.00049
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,8.0,0.00024,0.47,0.001,0.0042,,0.00096,0.00048
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,8.5,0.00025,,,0.0089,,0.00095,0.00048
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,9.0,0.00025,0.52,0.0057,0.017,,0.00094,0.00047
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,9.5,0.00025,,,0.026,,0.00093,0.00047
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,10.0,0.00025,0.57,0.031,0.035,,0.00092,0.00047
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,11.0,0.00025,0.61,0.14,0.045,,0.00091,0.00046
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,12.0,0.00025,0.65,0.33,0.05,,0.0009,0.00046
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,13.0,0.00025,0.69,0.44,0.053,,0.00089,0.00045
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,14.0,0.00025,0.73,0.49,0.057,,0.00088,0.00045
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,15.0,0.00025,0.77,0.52,0.061,,0.00087,0.00044
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,16.0,0.00025,0.81,0.55,0.064,,0.00087,0.00044
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,17.0,0.00025,0.85,0.58,0.068,,0.00086,0.00044
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,18.0,0.00025,0.89,0.61,0.072,,0.00085,0.00043
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,19.0,0.00025,0.93,0.64,0.076,,0.00085,0.00043
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,20.0,0.00025,0.96,0.67,0.08,,0.00084,0.00043
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,21.0,0.00025,1.0,0.7,0.084,,0.00084,0.00043
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,22.0,0.00025,1.0,0.74,0.088,,0.00084,0.00043
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,23.0,0.00025,1.1,0.77,0.092,,0.00083,0.00043
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,24.0,0.00025,1.1,0.81,0.096,,0.00083,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,25.0,0.00025,1.2,0.85,0.099,,0.00083,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,26.0,0.00025,1.2,0.89,0.1,,0.00082,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,27.0,0.00025,1.2,0.93,0.11,,0.00082,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,28.0,0.00025,1.3,0.97,0.11,,0.00082,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,29.0,0.00025,1.3,1.0,0.11,,0.00082,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,30.0,0.00025,1.3,1.1,0.12,,0.00082,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,31.0,0.00025,1.4,1.1,0.12,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,32.0,0.00025,1.4,1.2,0.12,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,33.0,0.00025,1.4,1.2,0.13,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,34.0,0.00025,1.5,1.3,0.13,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,35.0,0.00025,1.5,1.3,0.13,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,36.0,0.00025,1.5,1.4,0.14,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,37.0,0.00025,1.5,1.4,0.14,,0.00081,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,38.0,0.00025,1.6,1.5,0.14,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,39.0,0.00025,1.6,1.6,0.14,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,40.0,0.00025,1.6,1.6,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,41.0,0.00026,1.6,1.7,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,42.0,0.00026,1.7,1.8,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,43.0,0.00026,1.7,1.8,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,44.0,0.00026,1.7,1.9,0.15,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,45.0,0.00026,1.7,2.0,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,46.0,0.00026,1.8,2.1,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,47.0,0.00026,1.8,2.2,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,48.0,0.00026,1.8,2.2,0.16,,0.0008,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,49.0,0.00026,1.8,2.3,0.16,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,50.0,0.00026,1.9,2.4,0.16,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,51.0,0.00026,1.9,2.5,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,52.0,0.00026,1.9,2.6,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,53.0,0.00026,1.9,2.7,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,54.0,0.00026,1.9,2.8,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,55.0,0.00026,2.0,2.9,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,56.0,0.00026,2.0,3.0,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,57.0,0.00026,2.0,3.1,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,58.0,0.00026,2.0,3.2,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,59.0,0.00026,2.0,3.3,0.17,,0.00079,0.00042
Pu-239,Ingestion,"Soluble forms: nitrate, chloride, bicarbonates, all other unidentified chemical forms, fA=5E-4",5E-4,,60.0,0.00026,2.0,3.4,0.17,,0.00079,0.00042
