radionuclide,route_of_intake,material,fA,amad_um,time_days,whole_body,urine_24h,faeces_24h,alimentary_tract,lungs,skeleton,liver
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,89.0,3.7e-05,0.0084,0.023,0.012,4.6e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,90.0,3.7e-05,0.0085,0.023,0.012,4.7e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,91.0,3.7e-05,0.0085,0.023,0.012,4.7e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,92.0,3.7e-05,0.0086,0.023,0.012,4.7e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,93.0,3.7e-05,0.0086,0.023,0.012,4.7e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,94.0,3.7e-05,0.0087,0.024,0.012,4.8e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,95.0,3.8e-05,0.0087,0.024,0.012,4.8e-05,0.00023,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,96.0,3.8e-05,0.0088,0.024,0.012,4.8e-05,0.00022,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,97.0,3.8e-05,0.0089,0.024,0.012,4.8e-05,0.00022,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,98.0,3.8e-05,0.0089,0.024,0.012,4.8e-05,0.00022,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,99.0,3.8e-05,0.009,0.025,0.012,4.9e-05,0.00022,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,100.0,3.8e-05,0.009,0.025,0.012,4.9e-05,0.00022,0.0039
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,110.0,4e-05,0.0097,0.027,0.013,5.2e-05,0.00022,0.004
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,120.0,4.2e-05,0.01,0.029,0.014,5.5e-05,0.00022,0.004
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,130.0,4.4e-05,0.011,0.032,0.015,5.8e-05,0.00023,0.0041
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,140.0,4.6e-05,0.012,0.034,0.016,6.2e-05,0.00023,0.0042
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,150.0,4.9e-05,0.013,0.037,0.017,6.6e-05,0.00023,0.0044
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,160.0,5.1e-05,0.013,0.04,0.018,7e-05,0.00024,0.0045
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,170.0,5.4e-05,0.014,0.043,0.019,7.5e-05,0.00024,0.0047
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,180.0,5.7e-05,0.015,0.047,0.021,7.9e-05,0.00025,0.0048
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,190.0,6e-05,0.016,0.051,0.022,8.5e-05,0.00026,0.005
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,200.0,6.4e-05,0.017,0.055,0.024,9e-05,0.00027,0.0052
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,210.0,6.8e-05,0.018,0.06,0.026,9.7e-05,0.00027,0.0054
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,220.0,7.1e-05,0.02,0.065,0.028,0.0001,0.00028,0.0056
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,230.0,7.5e-05,0.021,0.07,0.03,0.00011,0.00029,0.0059
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,240.0,8e-05,0.022,0.076,0.032,0.00012,0.0003,0.0061
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,250.0,8.4e-05,0.024,0.082,0.034,0.00013,0.00031,0.0063
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,260.0,8.9e-05,0.025,0.089,0.037,0.00013,0.00031,0.0065
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,270.0,9.3e-05,0.027,0.096,0.04,0.00014,0.00032,0.0068
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,280.0,9.8e-05,0.029,0.1,0.043,0.00015,0.00033,0.007
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,290.0,0.0001,0.031,0.11,0.046,0.00016,0.00034,0.0073
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,300.0,0.00011,0.033,0.12,0.049,0.00017,0.00035,0.0075
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,310.0,0.00011,0.035,0.13,0.053,0.00018,0.00036,0.0077
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,320.0,0.00012,0.037,0.14,0.057,0.0002,0.00036,0.008
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,330.0,0.00013,0.039,0.16,0.061,0.00021,0.00037,0.0082
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,340.0,0.00013,0.042,0.17,0.065,0.00022,0.00038,0.0085
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,350.0,0.00014,0.044,0.18,0.07,0.00024,0.00039,0.0087
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,360.0,0.00015,0.047,0.2,0.075,0.00025,0.0004,0.0089
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,365.0,0.00015,0.048,0.2,0.078,0.00026,0.0004,0.009
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,370.0,0.00015,0.05,0.21,0.08,0.00027,0.0004,0.0092
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,380.0,0.00016,0.053,0.23,0.086,0.00028,0.00041,0.0094
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,390.0,0.00017,0.056,0.25,0.092,0.0003,0.00042,0.0096
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,400.0,0.00017,0.06,0.27,0.099,0.00032,0.00043,0.0098
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,410.0,0.00018,0.063,0.29,0.11,0.00034,0.00043,0.01
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,420.0,0.00019,0.067,0.32,0.11,0.00036,0.00044,0.01
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,430.0,0.0002,0.071,0.34,0.12,0.00039,0.00045,0.01
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,440.0,0.0002,0.076,0.37,0.13,0.00041,0.00045,0.011
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,450.0,0.00021,0.08,0.4,0.14,0.00044,0.00046,0.011
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,460.0,0.00022,0.085,0.44,0.15,0.00046,0.00047,0.011
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,470.0,0.00023,0.09,0.47,0.15,0.00049,0.00047,0.011
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,480.0,0.00024,0.096,0.51,0.16,0.00052,0.00048,0.011
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,490.0,0.00024,0.1,0.55,0.17,0.00055,0.00049,0.012
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,500.0,0.00025,0.11,0.6,0.19,0.00059,0.00049,0.012
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,510.0,0.00026,0.11,0.65,0.2,0.00062,0.0005,0.012
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,520.0,0.00027,0.12,0.7,0.21,0.00066,0.0005,0.012
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,530.0,0.00028,0.13,0.76,0.22,0.0007,0.00051,0.012
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,540.0,0.00028,0.13,0.82,0.23,0.00074,0.00051,0.012
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,550.0,0.00029,0.14,0.89,0.25,0.00079,0.00052,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,560.0,0.0003,0.15,0.96,0.26,0.00084,0.00052,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,570.0,0.00031,0.16,1.0,0.27,0.00089,0.00053,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,580.0,0.00032,0.17,1.1,0.29,0.00094,0.00053,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,590.0,0.00033,0.18,1.2,0.3,0.00099,0.00054,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,600.0,0.00033,0.19,1.3,0.32,0.0011,0.00054,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,610.0,0.00034,0.2,1.4,0.33,0.0011,0.00054,0.013
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,620.0,0.00035,0.21,1.5,0.35,0.0012,0.00055,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,630.0,0.00036,0.22,1.7,0.37,0.0013,0.00055,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,640.0,0.00037,0.23,1.8,0.38,0.0013,0.00056,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,650.0,0.00037,0.24,2.0,0.4,0.0014,0.00056,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,660.0,0.00038,0.25,2.1,0.42,0.0015,0.00056,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,670.0,0.00039,0.27,2.3,0.43,0.0016,0.00057,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,680.0,0.0004,0.28,2.5,0.45,0.0017,0.00057,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,690.0,0.0004,0.3,2.7,0.47,0.0018,0.00057,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,700.0,0.00041,0.31,2.9,0.49,0.0019,0.00058,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,710.0,0.00042,0.33,3.1,0.5,0.002,0.00058,0.014
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,720.0,0.00042,0.34,3.4,0.52,0.0021,0.00058,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,730.0,0.00043,0.36,3.6,0.54,0.0022,0.00059,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,740.0,0.00044,0.38,3.9,0.55,0.0023,0.00059,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,750.0,0.00044,0.39,4.3,0.57,0.0025,0.00059,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,760.0,0.00045,0.41,4.6,0.59,0.0026,0.00059,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,770.0,0.00046,0.43,5.0,0.6,0.0027,0.0006,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,780.0,0.00046,0.45,5.4,0.62,0.0029,0.0006,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,790.0,0.00047,0.47,5.8,0.64,0.0031,0.0006,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,800.0,0.00047,0.5,6.3,0.65,0.0032,0.00061,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,810.0,0.00048,0.52,6.8,0.67,0.0034,0.00061,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,820.0,0.00049,0.54,7.3,0.68,0.0036,0.00061,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,830.0,0.00049,0.56,7.9,0.7,0.0038,0.00061,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,840.0,0.0005,0.59,8.5,0.71,0.004,0.00062,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,850.0,0.0005,0.61,9.2,0.73,0.0042,0.00062,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,860.0,0.00051,0.64,9.9,0.74,0.0045,0.00062,0.015
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,870.0,0.00051,0.67,11.0,0.75,0.0047,0.00062,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,880.0,0.00052,0.69,12.0,0.76,0.005,0.00062,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,890.0,0.00052,0.72,12.0,0.78,0.0052,0.00063,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,900.0,0.00052,0.75,13.0,0.79,0.0055,0.00063,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,910.0,0.00053,0.78,14.0,0.8,0.0058,0.00063,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,920.0,0.00053,0.81,16.0,0.81,0.0062,0.00063,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,930.0,0.00054,0.84,17.0,0.82,0.0065,0.00064,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,940.0,0.00054,0.87,18.0,0.83,0.0068,0.00064,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,950.0,0.00054,0.9,19.0,0.84,0.0072,0.00064,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,960.0,0.00055,0.94,21.0,0.85,0.0076,0.00064,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,970.0,0.00055,0.97,23.0,0.86,0.008,0.00064,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,980.0,0.00056,1.0,24.0,0.87,0.0085,0.00065,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,990.0,0.00056,1.0,26.0,0.88,0.0089,0.00065,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,1000.0,0.00056,1.1,28.0,0.88,0.0094,0.00065,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,1010.0,0.00057,1.1,30.0,0.89,0.0099,0.00065,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,1020.0,0.00057,1.1,32.0,0.9,0.01,0.00065,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,1030.0,0.00057,1.2,35.0,0.9,0.011,0.00066,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,1040.0,0.00058,1.2,37.0,0.91,0.012,0.00066,0.016
U-238,Inhalation,"Aerosols Type M, Uranyl acetylacetonate; depleted uranium aerosols from use of kinetic energy penetrators; vaporised uranium metal; all unspecified forms, fA=4E-3",4E-3,0.03,1050.0,0.00058,1.3,40.0,0.92,0.012,0.00066,0.016
